cycle,ambient_temperature,capacity,mean_current,mean_temperature,mean_time,SoH,RUL
3,24,1.8550045207910817,-1.9541761960216968,31.773285281389256,1715.5981475409837,1.0,316
7,24,1.8431955317089987,-1.9474374301153292,31.924891594728642,1710.0133011049725,0.993633983664338,312
11,24,1.8396018424355423,-1.9520511323479741,31.31691283374216,1701.8100782122906,0.9916966895859797,308
15,24,1.8306736044962053,-1.9460914562122762,30.821190751176527,1698.7072028169011,0.9868836350412233,304
18,24,1.8327002069419656,-1.9412796601390512,31.95346971511436,1704.8785677966102,0.9879761404357094,301
20,24,1.8285288846046388,-1.9400338819083036,32.02311236185272,1702.1428233618235,0.9857274546289774,299
22,24,1.8212011895697924,-1.9335667184847714,31.634533158077694,1695.4418793103448,0.9817772243450524,297
24,24,1.8151700106433282,-1.9332161326561408,31.288194921595714,1690.0988289855072,0.9785259228744274,295
27,24,1.8042980520967649,-1.9325959489970461,31.11122470608501,1685.1993333333335,0.9726650430627023,292
30,24,1.8231002302844226,-1.9387520938161948,31.13166983979621,1698.378860058309,0.9828009634752517,289
32,24,1.8121253520255494,-1.9319248326301843,31.51305775907457,1693.6761088235296,0.9768846014740459,287
34,24,1.8046916382117766,-1.9249594896453863,31.31102568785445,1687.3322611275962,0.9728772183488541,285
36,24,1.790844349786295,-1.9179528942264992,30.893964711700164,1680.7892634730538,0.9654123910288773,283
39,24,1.783470722841926,-1.917373033348097,30.540598970902945,1674.0153262839879,0.9614373996680884,280
42,24,1.7809386125310702,-1.9180652422275581,30.82566018736547,1676.138509090909,0.9600723839592448,277
44,24,1.771209039672698,-1.9106033469326071,31.451400678644536,1673.9233119266053,0.9548273439880091,275
46,24,1.7686303996707076,-1.909404549449075,31.518847747922937,1667.0979599999998,0.9534372449488483,273
48,24,1.7536304801917124,-1.8960567702455413,31.11237289077096,1664.175160990712,0.9453510546938519,271
51,24,1.7462197416415093,-1.8948411660605735,30.586452588663985,1658.0254031250001,0.9413560571253055,268
54,24,1.7376647337053737,-1.90021436299665,30.242913021104116,1650.8076309148266,0.9367442042482638,265
56,24,1.7315166735475835,-1.8936767267608487,30.10270376338569,1645.0155111111112,0.933429894181155,263
58,24,1.7085949894470602,-1.8739718829459886,30.251184852221932,1646.2922006369427,0.9210732212762566,261
60,24,1.711469957068211,-1.8791764961687347,30.212407704391104,1638.0442926045016,0.9226230652733616,259
63,24,1.7075021373272627,-1.8780560689384003,30.125011009636175,1636.0006375404532,0.9204840841029782,256
66,24,1.7492382064360228,-1.8993718818269214,30.22428629982563,1656.938942307692,0.9429832579006578,253
68,24,1.7327697147429955,-1.8926958551018211,30.976376254737342,1653.1894451612902,0.934105386440806,251
70,24,1.7222313328292376,-1.8783667048362822,31.41570291330098,1649.5955454545456,0.9284243318688938,249
72,24,1.711846298984729,-1.870834339681941,31.383299841535273,1646.7737156862745,0.9228259445182906,247
75,24,1.699267835126687,-1.8696567234639716,31.167937826253635,1641.2932269736843,0.916045117993578,244
78,24,1.6940366439243106,-1.8623726014599724,30.994690437264207,1636.4931754966888,0.9132250757005568,241
80,24,1.6819027078768087,-1.8547843408980225,31.055317978554886,1631.48978,0.9066838862255429,239
82,24,1.6769770618433686,-1.8538766950740675,31.373945543706103,1627.6288926174495,0.9040285579078848,237
84,24,1.6655229306478936,-1.845735037450336,31.56128410753226,1623.7941554054053,0.8978538391580942,235
87,24,1.6571924575832084,-1.8382538558498933,31.318474723902874,1621.9467966101697,0.8933630290434469,232
90,24,1.6482241555294048,-1.8435676915974055,31.104012325043946,1614.850938356164,0.8885283766459535,229
92,24,1.6387701497987262,-1.83704467002657,30.989730398009076,1611.2857651245554,0.8834318900203323,227
94,24,1.6276486907262062,-1.8211904293154166,30.967851972472324,1608.2255294117645,0.8774365089051547,225
96,24,1.62215370227252,-1.8270453339799269,31.285342046153826,1603.468094076655,0.8744742581978935,223
99,24,1.6140066510467586,-1.819052179250902,31.41096207271253,1602.7122272727274,0.8700823275398015,220
102,24,1.6760516154424623,-1.8693745969498121,30.755137125871208,1619.2430833333335,0.903529666185232,217
104,24,1.649300642552199,-1.839770443871628,30.977446633931525,1612.7837902097904,0.8891086916860135,215
106,24,1.63238299185809,-1.837963396328485,30.800512192698992,1603.8619717314486,0.8799886865838726,213
108,24,1.6164159719025777,-1.8296109578903785,30.616192795676138,1595.443081850534,0.8713811496336645,211
111,24,1.6109028378249377,-1.8210831511954937,30.399839302766903,1591.7066953405017,0.8684091169427205,208
114,24,1.5954638693695657,-1.8199201144788144,30.38386825126278,1583.6392454873646,0.8600862431802415,205
117,24,1.726707440085764,-1.8951156248467713,30.576239500422748,1644.6217973421926,0.930837321813855,202
119,24,1.7165673917429753,-1.8867694858233446,30.705906284556665,1636.5318624161073,0.9253710017973062,200
121,24,1.6958235570934848,-1.8786631828974334,30.62583594950684,1622.6346169491528,0.914188368861919,198
123,24,1.6777783190792557,-1.8704748023295987,30.597357068657974,1613.0627979452054,0.9044605014567585,196
125,24,1.6606586897774192,-1.8562833971202242,30.528493896066262,1608.8473344827585,0.895231613273491,194
128,24,1.6664109274827466,-1.8625354754370638,31.203754246103966,1608.6206020761247,0.8983325424846361,191
130,24,1.6468336174407805,-1.8606833274060013,31.172639449335037,1597.529188811189,0.8877787622525443,189
132,24,1.6257639928779952,-1.8383636766891702,30.96825922704022,1590.1668274647886,0.8764205017595725,187
134,24,1.6121577411874595,-1.8436958588115397,30.821704306343133,1578.5910106761567,0.8690856130635961,185
136,24,1.6057366823755344,-1.8362729789790888,30.765219721637393,1579.0152071428572,0.8656241342693628,183
141,24,1.673645314879889,-1.864690278795044,30.809988428281613,1624.806028673835,0.9022324722778301,178
143,24,1.6404348572349936,-1.8572649157581866,31.039033590700278,1586.9396630824374,0.8843293042409497,176
145,24,1.6132653317422077,-1.8483454421357695,31.04176453157222,1575.6129601449277,0.8696826954654632,174
147,24,1.5920964324686278,-1.839168422289249,30.959784195511766,1562.8407619047616,0.8582709177386076,172
