cycle,ambient_temperature,capacity,mean_current,mean_temperature,mean_time,SOH,RUL
2,24,2.035337591005598,-1.990533350635129,32.142777859921516,1812.0874974619292,1.0,612
4,24,2.0251402460314116,-1.990277542145709,32.29307515705474,1803.1433724489798,0.9949898508143074,610
6,24,2.013326371345464,-1.9899467848963859,32.24414709253608,1793.8093794871795,0.9891854698908897,608
8,24,2.0132846655407413,-1.9896009282099438,32.14711742429942,1784.3594278350517,0.9891649790372313,606
10,24,2.000528337624771,-1.9895483606575701,32.06687277315468,1783.5013505154639,0.9828975529491258,604
12,24,2.0138990759931645,-1.9901040351037365,32.03447836207717,1793.4977589743594,0.989466850557287,602
14,24,2.013101105626967,-1.9900886222380372,32.11157496697372,1792.8422461538462,0.98907479256665,600
16,24,1.9687898262728398,-1.9891170520197212,32.112576242471775,1756.570764397906,0.9673038197560735,598
18,24,1.9681661764334244,-1.9892116643905464,32.03566207329278,1745.895568421053,0.9669974087497759,596
20,24,1.9572307917560536,-1.989191243247005,31.99527968872302,1746.0239315789474,0.9616246466459876,594
22,24,1.9455991514129352,-1.9891317699701738,31.874127571841353,1736.7096984126983,0.9559098009149796,592
25,24,1.9347505044841131,-1.9887805507702212,32.120959708576166,1717.784090909091,0.9505796547137972,589
27,24,1.9232799539368028,-1.9887320866401275,32.11021168908644,1708.225698924731,0.9449439554578114,587
29,24,1.911889930948487,-1.9887200290368634,31.989061278918154,1707.6932258064517,0.939347820920401,585
31,24,1.9010667141979305,-1.9887874042287874,31.878814448635442,1698.3709945945948,0.9340301690486008,583
33,24,1.8891989948061458,-1.9885910895930397,31.767450711024402,1688.5975869565218,0.9281993331989463,581
35,24,1.878278372248849,-1.9884892463229662,31.78991634963658,1679.5417049180328,0.9228338240050139,579
37,24,1.8675697161520206,-1.9883474274444874,31.82883467218067,1670.3903406593408,0.9175724579573611,577
39,24,1.8675892574453767,-1.9774549866256104,31.890449470827843,1669.7937802197803,0.9175820589657847,575
42,24,1.979626548250818,-1.9892347833261184,31.51177053595285,1765.5130781249998,0.9726281070025072,572
46,24,1.9575499080884022,-1.9890474874073771,31.874488497680712,1746.6842315789472,0.9617814345585967,568
50,24,1.9458150170787551,-1.988682950523383,31.53911453638972,1737.6627513227513,0.956015859814876,564
54,24,1.9242461121680094,-1.9885447318884866,31.220866832188786,1718.3130374331552,0.945418647339628,560
58,24,1.9459811331421641,-1.9885639445355097,31.119005145018026,1727.275670212766,0.9560974757905958,556
62,24,1.901407930553079,-1.9880563928902786,31.033244078156734,1689.6680706521743,0.9341978151219875,552
66,24,1.878674213680085,-1.9772969675547487,31.001249222460967,1688.6594782608695,0.923028308415357,548
70,24,1.8683061328264219,-1.9771693646864965,30.921434744041356,1680.233169398907,0.9179342734506019,544
74,24,1.8560244070082998,-1.9660385076397233,30.929360248207214,1679.2383551912565,0.9119000283836427,540
78,24,1.8451997961855777,-1.9445990482746272,31.00810965793079,1679.283196721312,0.9065816915777205,536
82,24,1.857228890885317,-1.9769156942357176,30.96779499306422,1670.9220934065934,0.9124918141799352,532
86,24,1.9247760889090635,-1.9997552547832569,31.10097217303459,1733.8072614555256,0.9456790349742867,528
90,24,1.8822317526092551,-1.9884344406296768,31.307368922041046,1705.8462164383564,0.9247761948322795,524
94,24,1.855276687885587,-1.9771310999966942,31.131339987164562,1696.4787851239669,0.9115326597829658,520
98,24,1.8392508917181876,-1.965705768920947,30.828713779105055,1691.6339806629833,0.9036588818710266,516
102,24,1.8185396073994429,-1.9542494702422435,30.761533072057244,1682.8217166666666,0.8934830346748316,512
106,24,1.8134770059567056,-1.9490605727432448,31.30305692941581,1682.8505666666667,0.8909956824708977,508
110,24,1.7971018450305436,-1.9373547119632697,31.06432144678013,1677.6330139275765,0.8829502550201761,504
114,24,1.7810046294120476,-1.9312604088713479,30.96654665282149,1668.2284341736695,0.8750413873759919,500
118,24,1.7710130422682329,-1.925413982519257,30.826455697992966,1663.9107808988765,0.8701323309187394,496
122,24,1.7604712448170943,-1.9198444871883995,31.080769482413952,1659.1183577464788,0.864952945691579,492
126,24,1.7502913788006587,-1.908733158939213,31.694287817425337,1659.0365295774648,0.859951384249673,488
130,24,1.7394925037732578,-1.90276801874341,31.875581783696685,1654.2645677966102,0.8546456919285944,484
134,24,1.7546766553637203,-1.9093247566511207,31.543288143901563,1639.2639497206703,0.8621059538809914,480
136,24,1.7659390941842175,-1.9306372167933323,31.420983409991024,1654.5475056497176,0.867639403894526,478
140,24,1.7337887419624838,-1.907114151507875,31.15837149963786,1644.689880681818,0.8518433254632082,474
144,24,1.713325912040734,-1.8953541357988335,31.15661421699882,1635.3817171428573,0.8417895486292435,470
148,24,1.7024077813673466,-1.8892713805954209,31.206611383963253,1630.6119570200576,0.8364252637451849,466
150,24,1.82371946178183,-1.9819359924929794,33.61169282822636,1663.7565028089887,0.8960279954741002,464
154,24,1.8081284050314708,-1.9653277079992455,32.85630077141311,1663.5275196629213,0.8883678132914206,460
158,24,1.7757610945034283,-1.9470636598230844,32.210981559158874,1649.7849801699717,0.8724651391251901,456
162,24,1.7447409841836798,-1.9241628426386395,31.965090081650274,1640.4004786324788,0.8572243699983239,452
166,24,1.729207034132373,-1.9124470439353747,31.744801840189538,1636.1661114285714,0.8495922454210777,448
170,24,1.7081086552553244,-1.8950209973545986,31.876564068962466,1630.8346131805158,0.8392262113192732,444
174,24,1.6975954237461768,-1.8837082435178907,32.24289319481841,1630.6591977077362,0.8340608610817466,440
178,24,1.6820634524029463,-1.8716651994380054,32.07305565938816,1626.42533045977,0.8264297086813447,436
182,24,1.6714768322295086,-1.8654809345089407,32.030140929891196,1621.600925072046,0.821228301199745,432
186,24,1.6607591387047655,-1.8592903578575999,31.984935871368258,1616.5487167630058,0.8159624948921792,428
190,24,1.651121015038069,-1.848156298789804,32.23677365476226,1617.2792080924853,0.8112271017518528,424
194,24,1.6401349256190927,-1.8415742473538441,32.56097148037261,1612.0939710144926,0.8058294274458677,420
198,24,1.6291999416165441,-1.8297533943331723,32.48984985901219,1611.9802086956522,0.8004568622012265,416
202,24,1.6088496302961666,-1.8170860697729954,32.42612199208859,1603.143029154519,0.7904583678923177,412
206,24,1.6035244898969248,-1.8111560774496664,32.29984271249387,1602.9099008746357,0.7878420253146665,408
210,24,1.5989712144027983,-1.8113056300795982,32.610757585145336,1598.327128654971,0.7856049146190022,404
214,24,1.5876273123575604,-1.803802475704306,32.25699351958767,1593.783483870968,0.780031440176547,400
216,24,1.5829719744686166,-1.7982439953659044,32.47193402838835,1594.0499208211145,0.7777441842886215,398
220,24,1.567137636713563,-1.7857963808615818,32.40219271195366,1589.5361411764704,0.7699644735295673,394
224,24,1.5613446139713882,-1.7850748194527644,32.30987415652578,1584.184436578171,0.7671182514739364,390
228,24,1.5511711892790419,-1.7785916660457872,32.35440526839345,1579.7853461538464,0.762119854776846,386
232,24,1.5406741606295171,-1.7727874712030285,32.4731363791227,1579.6517159763314,0.7569624653118686,382
236,24,1.5253138744624433,-1.7601807681971697,32.52334649341759,1575.2785133531156,0.7494156650980108,378
240,24,1.5301570318067428,-1.7653027883569699,32.518264823491045,1570.2029732142857,0.7517952002501654,374
244,24,1.5246566834474087,-1.7593486488770236,32.5437072434024,1570.1018065476192,0.7490927746753414,370
248,24,1.5145492986655427,-1.7526167898737661,32.562223096007365,1565.6554298507463,0.744126824640059,366
252,24,1.509391504602082,-1.7516949849801624,32.58978020040808,1561.2765538922154,0.7415927024943012,362
256,24,1.5039974333050705,-1.7510429704034998,32.57089563557426,1556.3934474474477,0.7389424928579005,358
260,24,1.4935201918040188,-1.7388746112390865,32.537854347094196,1556.258093093093,0.7337948251946333,354
264,24,1.4876323024497422,-1.738622547139575,32.65645090520509,1556.0419279279279,0.7309019933714036,350
266,24,1.5302876214401704,-1.7870762809520677,33.180785234653264,1556.3573633633634,0.7518593614163546,348
270,24,1.5040760088360112,-1.7612682208672186,32.71220835503141,1547.1489577039276,0.7389810985080334,344
274,24,1.4887593608730894,-1.7545532300777185,32.543943889007906,1542.7372333333333,0.7314557385723608,340
278,24,1.4782779285546637,-1.7364250156958492,32.6655410721976,1542.6902606060607,0.7263060118809538,336
282,24,1.478459982215684,-1.7371686757879778,33.160922870564626,1542.4159666666667,0.7263954583009604,332
286,24,1.473214844899973,-1.7358183569582517,33.414445545408455,1538.2373343465044,0.7238184227571322,328
290,24,1.4675164935067897,-1.7297302660430056,33.3541679486525,1537.6691367781154,0.7210187145326269,324
294,24,1.4516292657521335,-1.7278671098991139,33.13634596100404,1528.1987584097858,0.7132130179126343,320
298,24,1.4519237720967177,-1.7269073147637581,32.92241762841388,1523.988064417178,0.7133577144710262,316
302,24,1.4471484694777745,-1.7211995934038338,33.20338483123576,1524.1397116564417,0.711011517633683,312
306,24,1.4468538105659885,-1.721141114732718,33.533950654066935,1523.8669601226995,0.7108667461161282,308
310,24,1.4416741930284678,-1.7200547727480755,33.5767934055627,1519.025975384615,0.708321901683239,304
313,24,1.5935866593100128,-1.8210481343824243,33.224088400657315,1584.5456371681416,0.7829593804744059,301
316,24,1.5463902376915637,-1.821445703423604,33.37083344726966,1537.6503404255318,0.759770882494014,298
320,24,1.51470559175661,-1.7899159936953069,33.43366634309322,1532.9483170731705,0.7442036144029749,294
324,24,1.4989786083335404,-1.7769345930773324,33.28676739403043,1528.317883792049,0.7364766488653811,290
328,24,1.4831110745410492,-1.7640032117743045,33.14347737377552,1523.5166963190186,0.7286806282628964,286
332,24,1.4729664825468278,-1.7571701008871028,33.11021541795579,1519.0782246153847,0.7236963976177928,282
336,24,1.4627604396099307,-1.7502670210777267,33.18991802149879,1514.6597808641973,0.7186819749578868,278
340,24,1.4518364681062514,-1.7439614243216512,33.26265398635676,1514.2951697530862,0.7133148203630159,274
344,24,1.4468670644030392,-1.736850855663561,33.299978841087025,1510.0479783281733,0.7108732579778997,270
348,24,1.441380399427779,-1.7360045229798653,33.31663547841367,1504.805940993789,0.7081775553094546,266
352,24,1.431210744960774,-1.729690117077797,33.39150630507064,1505.2133354037267,0.7031810109956533,262
356,24,1.4260247179525716,-1.7287954627467013,33.41522427488497,1500.6224112149532,0.7006330174681323,258
360,24,1.420487649966195,-1.7216729981632184,33.39690850726103,1495.9097625,0.6979125508434085,254
364,24,1.4207006230355006,-1.7228162229694663,33.73731993653,1500.4835887850465,0.6980171885557206,250
367,24,1.452255804330839,-1.7486639022205694,34.08965316576344,1505.2351055900622,0.7135208482113887,247
371,24,1.431557632772571,-1.7345160724760178,33.9987286593769,1496.0002093750002,0.7033514435633659,243
375,24,1.415015751158943,-1.7271570233190525,33.907397114007345,1490.6551692789972,0.6952241030736463,239
379,24,1.4097311506517451,-1.7305179027385762,33.70518417605219,1476.8261265822784,0.6926276785146194,235
383,24,1.404917318129309,-1.7141443638380731,33.7458832944166,1485.8575188679245,0.6902625512041874,231
387,24,1.395164296571563,-1.7067823273466607,34.01657212624259,1482.2517665615142,0.6854707065486149,227
391,24,1.3945343832614077,-1.7063596521950202,34.175023374593785,1482.0467570977914,0.6851612181802287,223
395,24,1.3893171179312644,-1.7052696591517462,33.976109677640174,1477.5040221518987,0.6825978766720686,219
399,24,1.3838379472327809,-1.7046265574439607,33.84150372451663,1472.2304507936508,0.6799058560840853,215
403,24,1.3736814238195123,-1.6985503106996724,34.1008464215818,1472.0868380952384,0.674915763306282,211
407,24,1.3786059891863676,-1.6982347588599789,34.34663683304219,1472.3190730158728,0.6773352957654757,207
411,24,1.3737600299108574,-1.6971165805711328,34.216231530637586,1468.147484076433,0.6749543839713218,203
415,24,1.3682580583942712,-1.6959199401004303,34.041617020161176,1463.1330575079871,0.6722511609085237,199
419,24,1.3633024037317505,-1.6953163120957457,33.890212870710734,1458.7075352564102,0.6698163536881292,195
423,24,1.3580966140172601,-1.6890383512433216,34.116762412437,1458.4665512820513,0.6672586503678076,191
427,24,1.353269090999531,-1.689240311218937,34.490493589415046,1458.8291474358973,0.6648867966571198,187
431,24,1.3841605738237488,-1.7102007614808157,34.23744800906639,1467.6625987261145,0.6800643686533974,183
433,24,1.4051467790651473,-1.730244918610445,34.41428886050454,1472.271019047619,0.6903752897183545,181
437,24,1.378719022627353,-1.7152465923901479,34.16445180476378,1463.249463258786,0.6773908312410081,177
441,24,1.3682657783199066,-1.7013404928191733,33.877146811272176,1458.6525224358975,0.6722549538545536,173
445,24,1.3573151296618016,-1.7004366132157598,33.839566254190565,1453.3070739549842,0.6668746922672389,169
449,24,1.3524934638801596,-1.6873533635265776,33.818304796930946,1454.121260450161,0.6645057163278422,165
453,24,1.3474099151661236,-1.6919294969110734,33.812621135472135,1444.7104627831716,0.6620080723318286,161
457,24,1.3370075130842318,-1.6852952939579415,33.79894614410012,1444.6623171521035,0.656897174696045,157
461,24,1.3312352966718526,-1.6787428835073943,33.702723745621576,1444.2311326860843,0.6540611751852576,153
465,24,1.3259303781727643,-1.6712137513430336,33.63562651984647,1439.5553149350649,0.6514547680110712,149
469,24,1.321578743867529,-1.6768931248947176,33.690724061796516,1435.4171009771985,0.6493167274597319,145
473,24,1.321225074066109,-1.6701186583642826,33.71317033815572,1435.3610716612377,0.6491429627717592,141
477,24,1.3156485301862682,-1.6634753413292604,33.65376593260611,1434.9915504885992,0.6464031008911139,137
481,24,1.3209025697502388,-1.6645875549232958,33.983578066068176,1439.9368214285714,0.648984510278524,133
483,24,1.3474328767273906,-1.6918384605140158,33.816348135475515,1444.7526084142394,0.6620193537828117,131
485,24,1.3260128072353616,-1.6711981411684529,33.60692030225909,1439.4842727272726,0.6514952669744675,129
489,24,1.3101186784831063,-1.6632769410531225,33.47350597721994,1434.9474820846906,0.6436861797633369,125
493,24,1.30521620229393,-1.6559085740676296,33.209178727620106,1430.2198071895425,0.6412775001365069,121
497,24,1.3004061951355774,-1.6561009220603313,33.58088963686094,1430.6596274509802,0.6389142523000749,117
501,24,1.300235735841116,-1.6493259508429792,33.76400861956033,1430.695022875817,0.6388305024124815,113
505,24,1.2895066722480755,-1.6481131076816375,33.57003564415372,1425.914206557377,0.6335591097744968,109
509,24,1.279253057384795,-1.6402541382604887,33.272050895552354,1421.5815888157892,0.6285213141239901,105
513,24,1.2792078171714618,-1.6339151095418003,33.12740933210319,1421.1297171052631,0.6284990867482796,101
517,24,1.274036760902923,-1.6340244573659812,33.439116773449626,1421.0231644736843,0.6259584486293798,97
