cycle,ambient_temperature,capacity,mean_current,mean_temperature,mean_time,SOH,RUL
1,4,1.7282392323598248,-1.0031661082518326,9.035891964302168,3205.134140816326,1.0,180
5,4,1.5161488467923143,-1.0024459582241103,8.872109574065124,2815.872543123543,0.8772794983493625,176
7,4,1.503121190703977,-1.0023572232862559,8.6284456728549,2786.4199433962262,0.869741389131376,174
9,4,1.48586566102824,-1.0022919216677797,8.63136091760955,2761.85884725537,0.8597569324932892,172
11,4,1.4694562316392716,-1.0022939530561292,8.67696820980418,2739.4814361445783,0.8502620494460146,170
13,4,1.4589554592644807,-1.002437745381024,8.714755394110101,2720.7160437956204,0.8441860547699461,168
17,4,1.4556853555098295,-1.0021665244093547,8.941517894800649,2715.7035574572124,0.8422938955749566,164
21,4,1.456232262380321,-1.002235007588667,8.956808204433374,2723.474865525672,0.8426103487952349,160
23,4,1.4440592236675138,-1.0021923537852624,8.857079944726477,2695.564762376238,0.8355667413565903,158
25,4,1.428294264765868,-1.002036442615774,8.951187295260016,2674.5519974999997,0.8264447641404387,156
27,4,1.4199848948034668,-1.0019449254309927,8.966158040889411,2652.886573232323,0.821636766609301,154
29,4,1.4043226018516568,-1.0019368953910395,8.972930848723113,2639.103231552163,0.812574194334267,152
33,4,1.4234351301615986,-1.0020744940471753,9.032800036514974,2673.9140604534005,0.8236331542005146,148
37,4,1.4339948857967295,-1.0019365649129635,8.8666091485246,2692.679270676692,0.8297432779828061,144
39,4,1.4185177047756572,-1.0017349404979956,8.91721938287038,2666.0419365482235,0.820787815838865,142
41,4,1.4056313337829422,-1.001588196535767,8.923958703020183,2629.934721649485,0.8133314575110198,140
43,4,1.3890214025155618,-1.0016469274447983,8.991317663963024,2613.180846753247,0.8037205593457811,138
45,4,1.3723339082737365,-1.0017210974492488,9.016720196858454,2590.9035736842106,0.7940647814133248,136
49,4,1.3615778905990565,-1.0015714385037338,8.999593683204715,2570.9289547872345,0.7878410957838803,132
51,4,0.0,-0.9957188795918821,7.549065028670864,1189.2688514285715,0.0,130
53,4,1.4100282016237429,-1.0017131896387046,9.073580268946476,2658.5673350515467,0.8158755889937873,128
55,4,1.3395671374926488,-1.0014759387718013,9.035703497783533,2540.4714054054057,0.7751051546628394,126
57,4,1.3291515487117478,-1.001751590105337,9.0428494070086,2514.6951260273977,0.7690784492242184,124
61,4,1.3181687033905718,-1.0013919768296455,9.103478864398264,2503.266038567493,0.7627235157662043,120
63,4,1.312423708466101,-1.0012785845104526,9.08626820310501,2487.028291666667,0.7593993261419322,118
65,4,1.2993237532162487,-1.0011100184599881,9.113491912356011,2470.178705882353,0.751819382923096,116
67,4,1.2877483042174591,-1.0010016783342917,8.977476169539525,2442.993102272727,0.7451215549939245,114
69,4,1.2865282739749122,-1.0011852000845294,9.205520238536876,2433.946065714286,0.744415616707313,112
73,4,1.2719636386987183,-1.0010003485675925,9.14555330973735,2421.7827442528737,0.7359881750641172,108
75,4,1.2714495345417192,-1.0010290829534054,9.111354213090989,2407.7195304347824,0.7356907022678904,106
77,4,1.2615423884659074,-1.0009585460015413,9.163824507961877,2390.6448538011696,0.7299581937758316,104
79,4,1.2421201619204132,-1.0009004370775454,9.165326915001913,2370.1485591715978,0.7187200352027421,102
81,4,1.2402537441669796,-1.0008534371371294,9.179753755489338,2360.8717351190476,0.7176400818499385,100
85,4,1.2851130012242886,-1.0011746350209894,9.27415763140438,2447.559129682997,0.7435967064985156,96
89,4,1.3043327841699193,-1.0011690143333176,9.271981913108279,2488.93933427762,0.7547177264277919,92
91,4,1.2778639041619957,-1.0009996740645901,9.033984664610193,2434.9032057971017,0.7394022078859627,90
93,4,1.2723464591651539,-1.0008611138640544,9.172120651818531,2411.671076246334,0.7362096840191668,88
95,4,1.2477883952768762,-1.000811467966266,9.093365400458568,2390.059065281899,0.7219998087724714,86
97,4,1.2352499196655526,-1.000971558605881,9.119927887302934,2359.6879367469883,0.7147447509213642,84
101,4,1.229251291851949,-1.0007926094103774,9.185345552194319,2356.5366314199396,0.7112738033226265,80
103,4,1.223890910501634,-1.0006667122739987,9.156968538676207,2325.951260736196,0.7081721601878415,78
105,4,1.205423323571373,-1.0004434396725717,9.08775088318824,2308.0075015479874,0.6974863786221467,76
107,4,1.1957824090008151,-1.0004321685718414,9.184456763175827,2298.3290186915888,0.6919079179611226,74
109,4,1.1900729496698461,-1.0004986868063772,9.215049403610458,2281.1099496855345,0.6886042900697611,72
113,4,1.179201763233652,-1.000373674220122,9.185331012909922,2269.1336740506335,0.682313965077341,68
