battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,3.8000,0.0013,9.1301,0.0000,0.6435,1.0000,0.2761,0.0000
5,1,3.7994,-0.0011,9.1410,9.3130,0.6435,1.0000,0.2761,0.0000
5,1,3.4209,-1.9905,9.1114,19.4060,0.6435,0.9913,0.2761,0.0000
5,1,3.3946,-1.9885,9.1547,28.7970,0.6435,0.9833,0.2761,0.0000
5,1,3.3730,-1.9877,9.2142,38.1410,0.6435,0.9752,0.2761,0.0000
5,1,3.3532,-1.9871,9.2535,47.5630,0.6435,0.9672,0.2761,0.0000
5,1,3.3344,-1.9876,9.3803,56.9530,0.6435,0.9591,0.2761,0.0000
5,1,3.3165,-1.9893,9.4757,66.2350,0.6435,0.9511,0.2761,0.0000
5,1,3.2988,-1.9889,9.6379,75.6250,0.6435,0.9431,0.2761,0.0000
5,1,3.2814,-1.9881,9.7307,85.0000,0.6435,0.9350,0.2761,0.0000
5,1,3.2637,-1.9872,9.7664,94.3440,0.6435,0.9270,0.2761,0.0000
5,1,3.2456,-1.9876,9.8932,103.7500,0.6435,0.9189,0.2761,0.0000
5,1,3.2273,-1.9878,9.9649,113.1100,0.6435,0.9109,0.2761,0.0000
5,1,3.2090,-1.9880,10.0680,122.4690,0.6435,0.9029,0.2761,0.0000
5,1,3.1902,-1.9882,10.2014,131.8600,0.6435,0.8948,0.2761,0.0000
5,1,3.1717,-1.9892,10.3276,141.2350,0.6435,0.8868,0.2761,0.0000
5,1,3.1534,-1.9881,10.4745,150.6100,0.6435,0.8787,0.2761,0.0000
5,1,3.1363,-1.9881,10.6088,159.9530,0.6435,0.8707,0.2761,0.0000
5,1,3.1202,-1.9869,10.7052,169.3280,0.6435,0.8627,0.2761,0.0000
5,1,3.1061,-1.9870,10.8314,178.6880,0.6435,0.8546,0.2761,0.0000
5,1,3.0950,-1.9884,10.9237,188.0000,0.6435,0.8466,0.2761,0.0000
5,1,3.0868,-1.9886,11.0396,197.3130,0.6435,0.8387,0.2761,0.0000
5,1,3.0813,-1.9859,11.2343,206.6720,0.6435,0.8306,0.2761,0.0000
5,1,3.0787,-1.9878,11.2370,216.0000,0.6435,0.8226,0.2761,0.0000
5,1,3.0783,-1.9871,11.4147,225.3280,0.6435,0.8146,0.2761,0.0000
5,1,3.0798,-1.9891,11.4449,234.6410,0.6435,0.8066,0.2761,0.0000
5,1,3.0827,-1.9879,11.6322,243.9530,0.6435,0.7986,0.2761,0.0000
5,1,3.0865,-1.9891,11.8151,253.2810,0.6435,0.7906,0.2761,0.0000
5,1,3.0910,-1.9889,11.9261,262.6560,0.6435,0.7826,0.2761,0.0000
5,1,3.0959,-1.9876,12.0537,272.0000,0.6435,0.7746,0.2761,0.0000
5,1,3.1011,-1.9863,12.0541,281.3750,0.6435,0.7665,0.2761,0.0000
5,1,3.1061,-1.9882,12.2146,290.7030,0.6435,0.7585,0.2761,0.0000
5,1,3.1115,-1.9862,12.3034,300.1250,0.6435,0.7504,0.2761,0.0000
5,1,3.1163,-1.9871,12.4350,309.4850,0.6435,0.7424,0.2761,0.0000
5,1,3.1215,-1.9869,12.5843,318.8280,0.6435,0.7344,0.2761,0.0000
5,1,3.1263,-1.9873,12.6642,328.2190,0.6435,0.7263,0.2761,0.0000
5,1,3.1307,-1.9894,12.7384,337.5310,0.6435,0.7183,0.2761,0.0000
5,1,3.1352,-1.9872,12.8446,346.9530,0.6435,0.7103,0.2761,0.0000
5,1,3.1392,-1.9875,12.9660,356.2500,0.6435,0.7023,0.2761,0.0000
5,1,3.1430,-1.9858,12.9702,365.5780,0.6435,0.6943,0.2761,0.0000
5,1,3.1463,-1.9868,13.0031,374.9060,0.6435,0.6863,0.2761,0.0000
5,1,3.1495,-1.9875,13.2121,384.2660,0.6435,0.6783,0.2761,0.0000
5,1,3.1525,-1.9872,13.2973,393.6100,0.6435,0.6702,0.2761,0.0000
5,1,3.1550,-1.9868,13.3378,403.0310,0.6435,0.6622,0.2761,0.0000
5,1,3.1576,-1.9871,13.4523,412.3600,0.6435,0.6542,0.2761,0.0000
5,1,3.1594,-1.9893,13.4988,421.7500,0.6435,0.6461,0.2761,0.0000
5,1,3.1615,-1.9875,13.6047,431.0780,0.6435,0.6381,0.2761,0.0000
5,1,3.1629,-1.9871,13.6787,440.4060,0.6435,0.6301,0.2761,0.0000
5,1,3.1643,-1.9874,13.7317,449.8280,0.6435,0.6220,0.2761,0.0000
5,1,3.1655,-1.9875,13.8124,459.1410,0.6435,0.6140,0.2761,0.0000
5,1,3.1666,-1.9868,13.8831,468.5160,0.6435,0.6060,0.2761,0.0000
