battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL
5,1,3.8543,-0.0049,23.6206,0.0000,0.7459,1.0000,0.4534,0.0000
5,1,3.8542,-0.0029,23.6205,9.3280,0.7459,1.0000,0.4534,0.0000
5,1,3.1743,-4.0262,23.6940,19.4210,0.7459,0.9849,0.4534,0.0000
5,1,3.1341,-4.0271,23.9478,28.7500,0.7459,0.9709,0.4534,0.0000
5,1,3.0988,-4.0277,24.3238,38.1250,0.7459,0.9568,0.4534,0.0000
5,1,3.0646,-4.0274,24.7136,47.4680,0.7459,0.9428,0.4534,0.0000
5,1,3.0296,-4.0261,25.1007,56.7810,0.7459,0.9288,0.4534,0.0000
5,1,2.9935,-4.0259,25.5058,66.2340,0.7459,0.9147,0.4534,0.0000
5,1,2.9590,-4.0264,25.9025,75.5620,0.7459,0.9007,0.4534,0.0000
5,1,2.9276,-4.0273,26.3049,84.9530,0.7459,0.8866,0.4534,0.0000
5,1,2.9021,-4.0282,26.7007,94.2810,0.7459,0.8726,0.4534,0.0000
5,1,2.8834,-4.0277,27.1084,103.6250,0.7459,0.8586,0.4534,0.0000
5,1,2.8735,-4.0275,27.5110,112.9530,0.7459,0.8446,0.4534,0.0000
5,1,2.8712,-4.0287,27.9130,122.2810,0.7459,0.8306,0.4534,0.0000
5,1,2.8744,-4.0275,28.3102,131.6400,0.7459,0.8166,0.4534,0.0000
5,1,2.8807,-4.0268,28.7220,141.0000,0.7459,0.8025,0.4534,0.0000
5,1,2.8886,-4.0278,29.0973,150.3280,0.7459,0.7885,0.4534,0.0000
5,1,2.8974,-4.0285,29.5032,159.6710,0.7459,0.7745,0.4534,0.0000
5,1,2.9058,-4.0280,29.9012,169.0930,0.7459,0.7604,0.4534,0.0000
5,1,2.9135,-4.0308,30.2741,178.4530,0.7459,0.7463,0.4534,0.0000
5,1,2.9205,-4.0290,30.6763,187.8120,0.7459,0.7323,0.4534,0.0000
5,1,2.9265,-4.0243,31.0325,197.3900,0.7459,0.7179,0.4534,0.0000
5,1,2.9317,-4.0255,31.3601,206.9060,0.7459,0.7037,0.4534,0.0000
5,1,2.9354,-4.0243,31.6437,216.3900,0.7459,0.6894,0.4534,0.0000
5,1,2.9390,-4.0258,31.9042,225.8280,0.7459,0.6753,0.4534,0.0000
5,1,2.9412,-4.0252,32.1425,235.3120,0.7459,0.6611,0.4534,0.0000
5,1,2.9427,-4.0263,32.4021,244.8120,0.7459,0.6468,0.4534,0.0000
5,1,2.9435,-4.0243,32.6763,254.3120,0.7459,0.6326,0.4534,0.0000
5,1,2.9438,-4.0250,32.9562,263.7500,0.7459,0.6185,0.4534,0.0000
5,1,2.9434,-4.0248,33.2473,273.2180,0.7459,0.6043,0.4534,0.0000
5,1,2.9422,-4.0244,33.5171,282.6710,0.7459,0.5901,0.4534,0.0000
5,1,2.9404,-4.0240,33.8241,292.2030,0.7459,0.5758,0.4534,0.0000
5,1,2.9381,-4.0253,34.0877,301.7340,0.7459,0.5615,0.4534,0.0000
5,1,2.9354,-4.0261,34.3868,311.2180,0.7459,0.5473,0.4534,0.0000
5,1,2.9320,-4.0272,34.6756,320.6870,0.7459,0.5331,0.4534,0.0000
5,1,2.9281,-4.0237,34.9552,330.1250,0.7459,0.5190,0.4534,0.0000
5,1,2.9241,-4.0274,35.2171,339.5620,0.7459,0.5048,0.4534,0.0000
5,1,2.9197,-4.0255,35.4912,349.0310,0.7459,0.4906,0.4534,0.0000
5,1,2.9152,-4.0274,35.7793,358.5150,0.7459,0.4764,0.4534,0.0000
5,1,2.9102,-4.0261,36.0375,368.0620,0.7459,0.4621,0.4534,0.0000
5,1,2.9053,-4.0267,36.2918,377.5150,0.7459,0.4479,0.4534,0.0000
5,1,2.9002,-4.0255,36.5606,386.9370,0.7459,0.4338,0.4534,0.0000
5,1,2.8947,-4.0251,36.8588,396.4840,0.7459,0.4195,0.4534,0.0000
5,1,2.8894,-4.0261,37.1163,406.0310,0.7459,0.4051,0.4534,0.0000
5,1,2.8839,-4.0253,37.4008,415.5000,0.7459,0.3910,0.4534,0.0000
5,1,2.8785,-4.0248,37.6555,425.0780,0.7459,0.3766,0.4534,0.0000
5,1,2.8730,-4.0244,37.9629,434.5460,0.7459,0.3624,0.4534,0.0000
5,1,2.8675,-4.0238,38.2045,444.0460,0.7459,0.3482,0.4534,0.0000
5,1,2.8619,-4.0240,38.4658,453.5620,0.7459,0.3339,0.4534,0.0000
5,1,2.8563,-4.0242,38.7330,463.0620,0.7459,0.3197,0.4534,0.0000
5,1,2.8506,-4.0239,39.0035,472.5000,0.7459,0.3055,0.4534,0.0000
5,1,2.8451,-4.0246,39.2739,481.9680,0.7459,0.2913,0.4534,0.0000
5,1,2.8395,-4.0265,39.5150,491.5000,0.7459,0.2770,0.4534,0.0000
5,1,2.8339,-4.0257,39.8060,501.0310,0.7459,0.2628,0.4534,0.0000
5,1,2.8281,-4.0267,40.0655,510.4680,0.7459,0.2486,0.4534,0.0000
5,1,2.8222,-4.0246,40.3311,519.9370,0.7459,0.2344,0.4534,0.0000
5,1,2.8160,-4.0266,40.6008,529.4370,0.7459,0.2202,0.4534,0.0000
5,1,2.8103,-4.0250,40.8750,538.9210,0.7459,0.2060,0.4534,0.0000
5,1,2.8040,-4.0241,41.1394,548.4370,0.7459,0.1917,0.4534,0.0000
5,1,2.7978,-4.0243,41.3897,557.9680,0.7459,0.1774,0.4534,0.0000
5,1,2.7911,-4.0255,41.6654,567.4840,0.7459,0.1631,0.4534,0.0000
5,1,2.7847,-4.0261,41.9032,576.9530,0.7459,0.1489,0.4534,0.0000
5,1,2.7777,-4.0264,42.1626,586.4370,0.7459,0.1347,0.4534,0.0000
5,1,2.7708,-4.0274,42.4289,595.9060,0.7459,0.1205,0.4534,0.0000
5,1,2.7637,-4.0268,42.7084,605.3590,0.7459,0.1063,0.4534,0.0000
5,1,2.7564,-4.0267,42.9671,614.8280,0.7459,0.0921,0.4534,0.0000
5,1,2.7485,-4.0247,43.2278,624.2810,0.7459,0.0780,0.4534,0.0000
5,1,2.7405,-4.0277,43.4820,633.8280,0.7459,0.0637,0.4534,0.0000
5,1,2.7322,-4.0253,43.7591,643.3590,0.7459,0.0494,0.4534,0.0000
5,1,2.7240,-4.0249,44.0254,652.9210,0.7459,0.0350,0.4534,0.0000
5,1,2.7153,-4.0245,44.2862,662.3750,0.7459,0.0209,0.4534,0.0000
5,1,2.7065,-4.0271,44.5406,671.8750,0.7459,0.0066,0.4534,0.0000
5,1,2.6970,-4.0263,44.8315,681.3590,0.7459,0.0000,0.4534,0.0000
5,1,2.6873,-4.0272,45.1193,690.8430,0.7459,0.0000,0.4534,0.0000
5,1,2.6772,-4.0265,45.3908,700.3430,0.7459,0.0000,0.4534,0.0000
5,1,2.6671,-4.0253,45.6539,709.8900,0.7459,0.0000,0.4534,0.0000
5,1,2.6561,-4.0264,45.9208,719.4530,0.7459,0.0000,0.4534,0.0000
5,1,2.6452,-4.0241,46.1979,728.9840,0.7459,0.0000,0.4534,0.0000
5,1,2.6333,-4.0258,46.5140,738.5310,0.7459,0.0000,0.4534,0.0000
5,1,2.6211,-4.0243,46.7950,748.0620,0.7459,0.0000,0.4534,0.0000
5,1,2.6086,-4.0248,47.0646,757.5150,0.7459,0.0000,0.4534,0.0000
5,1,2.5953,-4.0242,47.3543,767.0150,0.7459,0.0000,0.4534,0.0000
5,1,2.5810,-4.0267,47.6229,776.4680,0.7459,0.0000,0.4534,0.0000
5,1,2.5664,-4.0265,47.9364,785.9530,0.7459,0.0000,0.4534,0.0000
5,1,2.5507,-4.0248,48.2084,795.4680,0.7459,0.0000,0.4534,0.0000
5,1,2.5338,-4.0245,48.5178,804.9210,0.7459,0.0000,0.4534,0.0000
5,1,2.5155,-4.0253,48.8077,814.3900,0.7459,0.0000,0.4534,0.0000
5,1,2.4954,-4.0265,49.0989,823.9060,0.7459,0.0000,0.4534,0.0000
5,1,2.4732,-4.0275,49.3940,833.5150,0.7459,0.0000,0.4534,0.0000
5,1,2.4479,-4.0255,49.6987,843.1870,0.7459,0.0000,0.4534,0.0000
5,1,2.4190,-4.0250,50.0058,852.8120,0.7459,0.0000,0.4534,0.0000
5,1,2.3854,-4.0251,50.3515,862.5310,0.7459,0.0000,0.4534,0.0000
5,1,2.3459,-4.0274,50.6256,872.1400,0.7459,0.0000,0.4534,0.0000
5,1,2.2991,-4.0226,50.9499,881.7340,0.7459,0.0000,0.4534,0.0000
5,1,2.2413,-4.0256,51.2910,891.3900,0.7459,0.0000,0.4534,0.0000
5,1,2.1704,-4.0268,51.6646,901.0780,0.7459,0.0000,0.4534,0.0000
5,1,3.1736,-0.0035,51.8675,910.8590,0.7459,0.0000,0.4534,0.0000
5,1,3.2398,-0.0022,51.7248,920.6400,0.7459,0.0000,0.4534,0.0000
5,1,3.2783,-0.0025,51.4682,930.3900,0.7459,0.0000,0.4534,0.0000
5,1,3.3049,-0.0028,51.1046,940.1560,0.7459,0.0000,0.4534,0.0000
5,1,3.3244,-0.0037,50.7038,949.8900,0.7459,0.0000,0.4534,0.0000
5,1,3.3395,-0.0030,50.3268,959.6400,0.7459,0.0000,0.4534,0.0000
5,1,3.3515,-0.0031,49.9187,969.4060,0.7459,0.0000,0.4534,0.0000
5,1,3.3613,-0.0030,49.5300,979.1560,0.7459,0.0000,0.4534,0.0000
5,1,3.3696,-0.0017,49.1255,988.9370,0.7459,0.0000,0.4534,0.0000
5,1,3.3767,-0.0031,48.7513,998.7030,0.7459,0.0000,0.4534,0.0000
5,1,3.3826,-0.0027,48.3860,1008.5150,0.7459,0.0000,0.4534,0.0000
5,1,3.3878,-0.0012,48.0123,1018.2960,0.7459,0.0000,0.4534,0.0000
5,1,3.3923,-0.0037,47.6693,1028.0460,0.7459,0.0000,0.4534,0.0000
5,1,3.3964,-0.0027,47.3245,1037.7960,0.7459,0.0000,0.4534,0.0000
5,1,3.4002,0.0004,46.9960,1047.5460,0.7459,0.0000,0.4534,0.0000
5,1,3.4035,-0.0016,46.6563,1057.2960,0.7459,0.0000,0.4534,0.0000
5,1,3.4065,-0.0019,46.3416,1067.0460,0.7459,0.0000,0.4534,0.0000
5,1,3.4091,-0.0033,46.0145,1076.7960,0.7459,0.0000,0.4534,0.0000
5,1,3.4118,-0.0034,45.7051,1086.5780,0.7459,0.0000,0.4534,0.0000
5,1,3.4141,-0.0016,45.3917,1096.3900,0.7459,0.0000,0.4534,0.0000
5,1,3.4161,-0.0045,45.0757,1106.1400,0.7459,0.0000,0.4534,0.0000
5,1,3.4181,-0.0034,44.7933,1115.8750,0.7459,0.0000,0.4534,0.0000
5,1,3.4202,-0.0033,44.5056,1125.7650,0.7459,0.0000,0.4534,0.0000
5,1,3.4219,-0.0013,44.2211,1135.5150,0.7459,0.0000,0.4534,0.0000
5,1,3.4235,-0.0030,43.9430,1145.2650,0.7459,0.0000,0.4534,0.0000
5,1,3.4250,-0.0023,43.6632,1155.0150,0.7459,0.0000,0.4534,0.0000
5,1,3.4266,-0.0031,43.3835,1164.7650,0.7459,0.0000,0.4534,0.0000
5,1,3.4278,-0.0036,43.1216,1174.6400,0.7459,0.0000,0.4534,0.0000
5,1,3.4293,-0.0020,42.8651,1184.4370,0.7459,0.0000,0.4534,0.0000
5,1,3.4305,-0.0056,42.6124,1194.2810,0.7459,0.0000,0.4534,0.0000
5,1,3.4315,-0.0023,42.3532,1204.0310,0.7459,0.0000,0.4534,0.0000
5,1,3.4326,-0.0032,42.1195,1213.7500,0.7459,0.0000,0.4534,0.0000
5,1,3.4338,-0.0030,41.8696,1223.5620,0.7459,0.0000,0.4534,0.0000
5,1,3.4349,-0.0024,41.6247,1233.3750,0.7459,0.0000,0.4534,0.0000
5,1,3.4356,-0.0037,41.3984,1243.1870,0.7459,0.0000,0.4534,0.0000
5,1,3.4365,-0.0031,41.1889,1252.9060,0.7459,0.0000,0.4534,0.0000
