battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL
5,2,4.1212,0.0002,43.1515,0.0000,1.6561,1.0000,1.0000,94.0000
5,2,4.1212,0.0018,43.1524,9.3590,1.6561,1.0000,1.0000,94.0000
5,2,3.7859,-4.0232,43.1787,19.4530,1.6561,0.9932,1.0000,94.0000
5,2,3.7607,-4.0260,43.2962,28.7810,1.6561,0.9869,1.0000,94.0000
5,2,3.7404,-4.0229,43.4511,38.1560,1.6561,0.9806,1.0000,94.0000
5,2,3.7231,-4.0240,43.6147,47.5160,1.6561,0.9742,1.0000,94.0000
5,2,3.7078,-4.0242,43.7839,56.8440,1.6561,0.9679,1.0000,94.0000
5,2,3.6938,-4.0243,44.0155,66.2190,1.6561,0.9616,1.0000,94.0000
5,2,3.6809,-4.0230,44.2171,75.5310,1.6561,0.9553,1.0000,94.0000
5,2,3.6686,-4.0229,44.3893,84.8440,1.6561,0.9491,1.0000,94.0000
5,2,3.6570,-4.0228,44.6202,94.1410,1.6561,0.9428,1.0000,94.0000
5,2,3.6459,-4.0233,44.8065,103.5000,1.6561,0.9365,1.0000,94.0000
5,2,3.6357,-4.0238,44.9919,112.8590,1.6561,0.9301,1.0000,94.0000
5,2,3.6265,-4.0246,45.2197,122.2810,1.6561,0.9238,1.0000,94.0000
5,2,3.6179,-4.0234,45.4329,131.6250,1.6561,0.9175,1.0000,94.0000
5,2,3.6101,-4.0254,45.5681,141.0160,1.6561,0.9111,1.0000,94.0000
5,2,3.6028,-4.0246,45.7276,150.3750,1.6561,0.9048,1.0000,94.0000
5,2,3.5957,-4.0221,45.9205,159.6880,1.6561,0.8985,1.0000,94.0000
5,2,3.5893,-4.0231,46.0525,169.0470,1.6561,0.8922,1.0000,94.0000
5,2,3.5831,-4.0228,46.2310,178.3440,1.6561,0.8860,1.0000,94.0000
5,2,3.5772,-4.0234,46.3445,187.7030,1.6561,0.8796,1.0000,94.0000
5,2,3.5717,-4.0230,46.4671,197.0630,1.6561,0.8733,1.0000,94.0000
5,2,3.5664,-4.0234,46.6616,206.4060,1.6561,0.8670,1.0000,94.0000
5,2,3.5613,-4.0233,46.7775,215.7660,1.6561,0.8607,1.0000,94.0000
5,2,3.5566,-4.0237,46.8894,225.1090,1.6561,0.8544,1.0000,94.0000
5,2,3.5518,-4.0250,47.0012,234.4530,1.6561,0.8481,1.0000,94.0000
5,2,3.5474,-4.0248,47.1567,243.8440,1.6561,0.8417,1.0000,94.0000
5,2,3.5430,-4.0246,47.2520,253.2030,1.6561,0.8354,1.0000,94.0000
5,2,3.5387,-4.0232,47.3991,262.5470,1.6561,0.8291,1.0000,94.0000
5,2,3.5345,-4.0244,47.5636,271.8750,1.6561,0.8228,1.0000,94.0000
5,2,3.5305,-4.0237,47.6715,281.2030,1.6561,0.8165,1.0000,94.0000
5,2,3.5266,-4.0228,47.7562,290.5160,1.6561,0.8102,1.0000,94.0000
5,2,3.5226,-4.0249,47.9415,299.8440,1.6561,0.8039,1.0000,94.0000
5,2,3.5188,-4.0228,48.0941,309.1410,1.6561,0.7977,1.0000,94.0000
5,2,3.5149,-4.0238,48.1456,318.4380,1.6561,0.7914,1.0000,94.0000
5,2,3.5112,-4.0249,48.2838,327.8130,1.6561,0.7851,1.0000,94.0000
5,2,3.5076,-4.0228,48.4398,337.1720,1.6561,0.7788,1.0000,94.0000
5,2,3.5039,-4.0239,48.5044,346.5310,1.6561,0.7724,1.0000,94.0000
5,2,3.5003,-4.0236,48.6071,355.8750,1.6561,0.7661,1.0000,94.0000
