battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,3.8493,0.0007,6.1506,0.0000,0.7399,1.0000,0.6716,0.0000
5,1,3.8495,-0.0021,6.1743,9.4380,0.7399,1.0000,0.6716,0.0000
5,1,3.3231,-2.0107,6.2219,19.5780,0.7399,0.9923,0.6716,0.0000
5,1,3.2951,-2.0113,6.3357,28.9380,0.7399,0.9853,0.6716,0.0000
5,1,3.2714,-2.0092,6.4553,38.2810,0.7399,0.9782,0.6716,0.0000
5,1,3.2492,-2.0089,6.6003,47.6560,0.7399,0.9712,0.6716,0.0000
5,1,3.2271,-2.0141,6.7553,56.9850,0.7399,0.9641,0.6716,0.0000
5,1,3.2042,-2.0094,6.9141,66.3750,0.7399,0.9570,0.6716,0.0000
5,1,3.1796,-2.0106,7.0799,75.7500,0.7399,0.9499,0.6716,0.0000
5,1,3.1532,-2.0119,7.2295,85.0780,0.7399,0.9429,0.6716,0.0000
5,1,3.1245,-2.0121,7.3934,94.4380,0.7399,0.9358,0.6716,0.0000
5,1,3.0925,-2.0085,7.5706,103.8130,0.7399,0.9288,0.6716,0.0000
5,1,3.0588,-2.0121,7.7626,113.2190,0.7399,0.9216,0.6716,0.0000
5,1,3.0259,-2.0138,7.9279,122.5940,0.7399,0.9146,0.6716,0.0000
5,1,2.9975,-2.0105,8.1206,131.9060,0.7399,0.9075,0.6716,0.0000
5,1,2.9767,-2.0110,8.3128,141.2810,0.7399,0.9005,0.6716,0.0000
5,1,2.9640,-2.0108,8.5208,150.6250,0.7399,0.8934,0.6716,0.0000
5,1,2.9578,-2.0088,8.7159,159.9380,0.7399,0.8864,0.6716,0.0000
5,1,2.9554,-2.0114,8.9195,169.2810,0.7399,0.8793,0.6716,0.0000
5,1,2.9557,-2.0107,9.1129,178.6250,0.7399,0.8723,0.6716,0.0000
5,1,2.9580,-2.0112,9.2961,187.9530,0.7399,0.8652,0.6716,0.0000
5,1,2.9615,-2.0100,9.5029,197.3280,0.7399,0.8581,0.6716,0.0000
5,1,2.9660,-2.0106,9.6900,206.6720,0.7399,0.8511,0.6716,0.0000
5,1,2.9715,-2.0106,9.8570,216.0630,0.7399,0.8440,0.6716,0.0000
5,1,2.9767,-2.0113,10.0640,225.4220,0.7399,0.8369,0.6716,0.0000
5,1,2.9827,-2.0104,10.2546,234.7810,0.7399,0.8299,0.6716,0.0000
5,1,2.9893,-2.0125,10.4330,244.1720,0.7399,0.8228,0.6716,0.0000
5,1,2.9959,-2.0104,10.5499,253.5470,0.7399,0.8157,0.6716,0.0000
