battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,3.8183,-0.0002,9.2698,0.0000,0.8631,1.0000,0.3269,0.0000
5,1,3.8183,-0.0024,9.2264,9.3130,0.8631,1.0000,0.3269,0.0000
5,1,3.4469,-2.0120,9.2046,19.4060,0.8631,0.9935,0.3269,0.0000
5,1,3.4230,-2.0118,9.2656,28.7970,0.8631,0.9874,0.3269,0.0000
5,1,3.4030,-2.0126,9.3013,38.1410,0.8631,0.9813,0.3269,0.0000
5,1,3.3849,-2.0127,9.3852,47.5630,0.8631,0.9752,0.3269,0.0000
5,1,3.3680,-2.0129,9.4546,56.9530,0.8631,0.9691,0.3269,0.0000
5,1,3.3516,-2.0100,9.5790,66.2350,0.8631,0.9631,0.3269,0.0000
5,1,3.3355,-2.0108,9.6616,75.6250,0.8631,0.9571,0.3269,0.0000
5,1,3.3200,-2.0110,9.7552,85.0000,0.8631,0.9510,0.3269,0.0000
5,1,3.3039,-2.0113,9.8589,94.3440,0.8631,0.9449,0.3269,0.0000
5,1,3.2881,-2.0112,9.9496,103.7500,0.8631,0.9389,0.3269,0.0000
5,1,3.2725,-2.0116,10.0511,113.1100,0.8631,0.9328,0.3269,0.0000
5,1,3.2567,-2.0115,10.1338,122.4690,0.8631,0.9267,0.3269,0.0000
5,1,3.2410,-2.0125,10.2347,131.8600,0.8631,0.9207,0.3269,0.0000
5,1,3.2253,-2.0127,10.3128,141.2350,0.8631,0.9146,0.3269,0.0000
5,1,3.2104,-2.0129,10.4268,150.6100,0.8631,0.9085,0.3269,0.0000
5,1,3.1959,-2.0127,10.5541,159.9530,0.8631,0.9025,0.3269,0.0000
5,1,3.1824,-2.0124,10.6361,169.3280,0.8631,0.8964,0.3269,0.0000
5,1,3.1699,-2.0114,10.7487,178.6880,0.8631,0.8903,0.3269,0.0000
5,1,3.1586,-2.0118,10.8588,188.0000,0.8631,0.8843,0.3269,0.0000
5,1,3.1493,-2.0116,10.9389,197.3130,0.8631,0.8783,0.3269,0.0000
5,1,3.1415,-2.0118,11.0940,206.6720,0.8631,0.8722,0.3269,0.0000
5,1,3.1355,-2.0115,11.1837,216.0000,0.8631,0.8662,0.3269,0.0000
5,1,3.1314,-2.0113,11.2891,225.3280,0.8631,0.8601,0.3269,0.0000
5,1,3.1286,-2.0117,11.4149,234.6410,0.8631,0.8541,0.3269,0.0000
5,1,3.1275,-2.0125,11.4904,243.9530,0.8631,0.8481,0.3269,0.0000
5,1,3.1277,-2.0115,11.6294,253.2810,0.8631,0.8420,0.3269,0.0000
5,1,3.1287,-2.0114,11.7041,262.6560,0.8631,0.8360,0.3269,0.0000
5,1,3.1307,-2.0113,11.8325,272.0000,0.8631,0.8299,0.3269,0.0000
5,1,3.1332,-2.0111,11.9642,281.3750,0.8631,0.8238,0.3269,0.0000
5,1,3.1365,-2.0126,12.0595,290.7030,0.8631,0.8178,0.3269,0.0000
5,1,3.1397,-2.0109,12.1480,300.1250,0.8631,0.8117,0.3269,0.0000
5,1,3.1434,-2.0112,12.2600,309.4850,0.8631,0.8056,0.3269,0.0000
5,1,3.1474,-2.0110,12.3510,318.8280,0.8631,0.7996,0.3269,0.0000
5,1,3.1510,-2.0117,12.4542,328.2190,0.8631,0.7935,0.3269,0.0000
5,1,3.1549,-2.0107,12.5479,337.5310,0.8631,0.7875,0.3269,0.0000
5,1,3.1585,-2.0121,12.6097,346.9530,0.8631,0.7814,0.3269,0.0000
5,1,3.1622,-2.0112,12.6678,356.2500,0.8631,0.7754,0.3269,0.0000
5,1,3.1659,-2.0121,12.8047,365.5780,0.8631,0.7693,0.3269,0.0000
