battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL
5,1,4.0531,-0.0030,25.0458,0.0000,0.8981,1.0000,0.8145,46.1935
5,1,4.0530,-0.0048,25.1172,9.3600,0.8981,1.0000,0.8145,46.1935
5,1,3.3301,-4.0296,25.2978,19.5160,0.8981,0.9873,0.8145,46.1935
5,1,3.2746,-4.0291,25.5509,28.8750,0.8981,0.9757,0.8145,46.1935
5,1,3.2251,-4.0284,25.8373,38.2190,0.8981,0.9640,0.8145,46.1935
5,1,3.1760,-4.0288,26.1418,47.5940,0.8981,0.9523,0.8145,46.1935
5,1,3.1250,-4.0286,26.4533,56.9540,0.8981,0.9407,0.8145,46.1935
5,1,3.0739,-4.0281,26.7707,66.2500,0.8981,0.9291,0.8145,46.1935
5,1,3.0258,-4.0308,27.0862,75.5940,0.8981,0.9174,0.8145,46.1935
5,1,2.9859,-4.0269,27.4430,84.9540,0.8981,0.9058,0.8145,46.1935
5,1,2.9563,-4.0280,27.8136,94.2190,0.8981,0.8942,0.8145,46.1935
5,1,2.9364,-4.0276,28.1728,103.5470,0.8981,0.8826,0.8145,46.1935
5,1,2.9247,-4.0302,28.5805,112.8750,0.8981,0.8710,0.8145,46.1935
5,1,2.9194,-4.0276,28.9606,122.2040,0.8981,0.8594,0.8145,46.1935
5,1,2.9187,-4.0284,29.3834,131.5470,0.8981,0.8477,0.8145,46.1935
5,1,2.9209,-4.0302,29.7800,140.9220,0.8981,0.8361,0.8145,46.1935
5,1,2.9251,-4.0294,30.1910,150.2820,0.8981,0.8244,0.8145,46.1935
5,1,2.9307,-4.0290,30.6079,159.5790,0.8981,0.8128,0.8145,46.1935
5,1,2.9370,-4.0288,31.0186,168.8910,0.8981,0.8012,0.8145,46.1935
5,1,2.9437,-4.0269,31.3314,178.2190,0.8981,0.7896,0.8145,46.1935
5,1,2.9502,-4.0289,31.6994,187.5470,0.8981,0.7780,0.8145,46.1935
5,1,2.9562,-4.0320,32.0854,196.9540,0.8981,0.7662,0.8145,46.1935
5,1,2.9622,-4.0314,32.4256,206.2820,0.8981,0.7546,0.8145,46.1935
5,1,2.9675,-4.0297,32.7314,215.6720,0.8981,0.7429,0.8145,46.1935
5,1,2.9724,-4.0291,33.0445,225.0320,0.8981,0.7312,0.8145,46.1935
5,1,2.9769,-4.0306,33.3779,234.3750,0.8981,0.7196,0.8145,46.1935
5,1,2.9806,-4.0293,33.7205,243.7190,0.8981,0.7079,0.8145,46.1935
5,1,2.9841,-4.0258,33.9847,253.1410,0.8981,0.6962,0.8145,46.1935
5,1,2.9871,-4.0281,34.2045,262.5320,0.8981,0.6845,0.8145,46.1935
5,1,2.9896,-4.0262,34.4970,271.8440,0.8981,0.6729,0.8145,46.1935
5,1,2.9913,-4.0313,34.8237,281.2660,0.8981,0.6612,0.8145,46.1935
5,1,2.9928,-4.0351,35.0361,290.6100,0.8981,0.6495,0.8145,46.1935
5,1,2.9943,-4.0281,35.3551,299.9690,0.8981,0.6378,0.8145,46.1935
5,1,2.9952,-4.0263,35.6141,309.3600,0.8981,0.6261,0.8145,46.1935
5,1,2.9955,-4.0292,35.8225,318.7040,0.8981,0.6145,0.8145,46.1935
5,1,2.9958,-4.0293,36.1036,328.0320,0.8981,0.6029,0.8145,46.1935
5,1,2.9957,-4.0289,36.3959,337.3910,0.8981,0.5912,0.8145,46.1935
5,1,2.9951,-4.0294,36.6042,346.7820,0.8981,0.5795,0.8145,46.1935
5,1,2.9949,-4.0288,36.7883,356.2040,0.8981,0.5678,0.8145,46.1935
5,1,2.9937,-4.0287,37.0546,365.4850,0.8981,0.5562,0.8145,46.1935
5,1,2.9925,-4.0289,37.3008,374.8130,0.8981,0.5446,0.8145,46.1935
5,1,2.9910,-4.0302,37.4191,384.1250,0.8981,0.5330,0.8145,46.1935
5,1,2.9894,-4.0287,37.7316,393.5470,0.8981,0.5212,0.8145,46.1935
5,1,2.9873,-4.0289,37.9719,402.9220,0.8981,0.5095,0.8145,46.1935
5,1,2.9849,-4.0322,38.2072,412.2350,0.8981,0.4979,0.8145,46.1935
5,1,2.9831,-4.0297,38.3619,421.5790,0.8981,0.4863,0.8145,46.1935
5,1,2.9805,-4.0275,38.5896,431.0160,0.8981,0.4745,0.8145,46.1935
5,1,2.9780,-4.0302,38.8064,440.5160,0.8981,0.4627,0.8145,46.1935
5,1,2.9750,-4.0294,38.9039,449.9690,0.8981,0.4509,0.8145,46.1935
5,1,2.9720,-4.0314,39.1595,459.4540,0.8981,0.4391,0.8145,46.1935
5,1,2.9687,-4.0294,39.2471,468.9690,0.8981,0.4272,0.8145,46.1935
5,1,2.9654,-4.0294,39.5178,478.4380,0.8981,0.4154,0.8145,46.1935
5,1,2.9620,-4.0302,39.6779,487.9850,0.8981,0.4035,0.8145,46.1935
5,1,2.9585,-4.0274,39.8651,497.4070,0.8981,0.3918,0.8145,46.1935
5,1,2.9547,-4.0284,40.0180,506.9070,0.8981,0.3799,0.8145,46.1935
5,1,2.9510,-4.0282,40.2101,516.4070,0.8981,0.3681,0.8145,46.1935
5,1,2.9467,-4.0286,40.4025,525.9220,0.8981,0.3563,0.8145,46.1935
5,1,2.9426,-4.0284,40.5964,535.4220,0.8981,0.3444,0.8145,46.1935
5,1,2.9382,-4.0273,40.7382,544.8600,0.8981,0.3327,0.8145,46.1935
5,1,2.9338,-4.0289,40.9832,554.3440,0.8981,0.3208,0.8145,46.1935
5,1,2.9293,-4.0276,41.0541,563.7970,0.8981,0.3091,0.8145,46.1935
5,1,2.9244,-4.0295,41.3326,573.5000,0.8981,0.2970,0.8145,46.1935
5,1,2.9192,-4.0302,41.4407,583.1880,0.8981,0.2849,0.8145,46.1935
5,1,2.9140,-4.0310,41.6493,592.7820,0.8981,0.2729,0.8145,46.1935
5,1,2.9087,-4.0301,41.7532,602.3910,0.8981,0.2610,0.8145,46.1935
5,1,2.9028,-4.0307,41.9995,612.0160,0.8981,0.2490,0.8145,46.1935
5,1,2.8969,-4.0298,42.1885,621.6410,0.8981,0.2370,0.8145,46.1935
5,1,2.8907,-4.0300,42.3883,631.3600,0.8981,0.2248,0.8145,46.1935
5,1,2.8843,-4.0305,42.5746,641.0470,0.8981,0.2128,0.8145,46.1935
5,1,2.8776,-4.0295,42.7615,650.8910,0.8981,0.2005,0.8145,46.1935
5,1,2.8707,-4.0292,42.9433,660.6410,0.8981,0.1884,0.8145,46.1935
5,1,2.8633,-4.0288,43.2567,670.3440,0.8981,0.1763,0.8145,46.1935
5,1,2.8556,-4.0300,43.3549,680.1250,0.8981,0.1641,0.8145,46.1935
5,1,2.8477,-4.0317,43.4980,689.8440,0.8981,0.1520,0.8145,46.1935
5,1,2.8392,-4.0322,43.6153,699.6250,0.8981,0.1398,0.8145,46.1935
5,1,2.8308,-4.0305,43.9059,709.3600,0.8981,0.1276,0.8145,46.1935
5,1,2.8216,-4.0300,44.0872,719.1720,0.8981,0.1154,0.8145,46.1935
5,1,2.8116,-4.0287,44.2849,728.9220,0.8981,0.1032,0.8145,46.1935
5,1,2.8015,-4.0306,44.5818,738.6570,0.8981,0.0911,0.8145,46.1935
5,1,2.7909,-4.0286,44.6694,748.4070,0.8981,0.0790,0.8145,46.1935
5,1,2.7792,-4.0311,44.9390,758.1720,0.8981,0.0668,0.8145,46.1935
5,1,2.7669,-4.0302,45.2226,767.9380,0.8981,0.0546,0.8145,46.1935
5,1,2.7544,-4.0304,45.3930,777.6720,0.8981,0.0425,0.8145,46.1935
5,1,2.7404,-4.0297,45.5361,787.4850,0.8981,0.0302,0.8145,46.1935
5,1,2.7258,-4.0299,45.6735,797.2040,0.8981,0.0181,0.8145,46.1935
5,1,2.7097,-4.0300,45.7384,807.0000,0.8981,0.0059,0.8145,46.1935
5,1,2.6926,-4.0298,46.1354,816.7820,0.8981,0.0000,0.8145,46.1935
5,1,2.6746,-4.0297,46.4148,826.4850,0.8981,0.0000,0.8145,46.1935
5,1,2.6547,-4.0297,46.6457,836.3910,0.8981,0.0000,0.8145,46.1935
5,1,2.6332,-4.0300,47.0328,846.2350,0.8981,0.0000,0.8145,46.1935
5,1,2.6103,-4.0290,47.2929,856.0320,0.8981,0.0000,0.8145,46.1935
5,1,2.5855,-4.0320,47.5540,865.7820,0.8981,0.0000,0.8145,46.1935
5,1,2.5582,-4.0298,47.7973,875.5320,0.8981,0.0000,0.8145,46.1935
5,1,2.5290,-4.0307,48.1358,885.2820,0.8981,0.0000,0.8145,46.1935
5,1,2.4978,-4.0303,48.3274,895.1410,0.8981,0.0000,0.8145,46.1935
5,1,2.4644,-4.0299,48.8156,904.9070,0.8981,0.0000,0.8145,46.1935
5,1,2.4289,-4.0297,49.0173,914.6880,0.8981,0.0000,0.8145,46.1935
5,1,2.3919,-4.0320,49.4249,924.4220,0.8981,0.0000,0.8145,46.1935
5,1,2.3545,-4.0324,49.7979,934.1880,0.8981,0.0000,0.8145,46.1935
5,1,2.3165,-4.0304,50.1579,943.9540,0.8981,0.0000,0.8145,46.1935
5,1,2.2806,-4.0301,50.3669,953.7040,0.8981,0.0000,0.8145,46.1935
5,1,2.2477,-4.0316,50.6995,963.4540,0.8981,0.0000,0.8145,46.1935
5,1,2.2195,-4.0313,51.1431,973.2040,0.8981,0.0000,0.8145,46.1935
5,1,2.1982,-4.0287,51.6938,982.9380,0.8981,0.0000,0.8145,46.1935
5,5,4.1850,-0.0023,26.1965,0.0000,1.1026,1.0000,1.0000,121.0000
5,5,4.1851,-0.0040,26.2004,9.3280,1.1026,1.0000,1.0000,121.0000
5,5,3.5040,-4.0294,26.3064,19.5000,1.1026,0.9897,1.0000,121.0000
5,5,3.4641,-4.0292,26.5349,28.8750,1.1026,0.9801,1.0000,121.0000
5,5,3.4283,-4.0300,26.7856,38.2350,1.1026,0.9706,1.0000,121.0000
5,5,3.3929,-4.0309,27.0753,47.6100,1.1026,0.9611,1.0000,121.0000
5,5,3.3560,-4.0299,27.3912,57.0000,1.1026,0.9516,1.0000,121.0000
5,5,3.3177,-4.0290,27.7393,66.4850,1.1026,0.9420,1.0000,121.0000
5,5,3.2802,-4.0300,28.0970,75.8600,1.1026,0.9324,1.0000,121.0000
5,5,3.2451,-4.0290,28.4743,85.2350,1.1026,0.9229,1.0000,121.0000
5,5,3.2149,-4.0297,28.8845,94.6250,1.1026,0.9134,1.0000,121.0000
5,5,3.1906,-4.0281,29.2995,104.0160,1.1026,0.9039,1.0000,121.0000
5,5,3.1709,-4.0289,29.6985,113.4220,1.1026,0.8943,1.0000,121.0000
5,5,3.1557,-4.0297,30.1010,122.8130,1.1026,0.8848,1.0000,121.0000
5,5,3.1438,-4.0272,30.4666,132.2500,1.1026,0.8752,1.0000,121.0000
5,5,3.1344,-4.0291,30.8801,141.6880,1.1026,0.8656,1.0000,121.0000
5,5,3.1276,-4.0269,31.2373,151.1250,1.1026,0.8561,1.0000,121.0000
5,5,3.1226,-4.0291,31.5805,160.5630,1.1026,0.8465,1.0000,121.0000
5,5,3.1185,-4.0291,31.9218,169.9530,1.1026,0.8369,1.0000,121.0000
5,5,3.1152,-4.0285,32.2680,179.2970,1.1026,0.8275,1.0000,121.0000
5,5,3.1127,-4.0298,32.5942,188.7190,1.1026,0.8179,1.0000,121.0000
5,5,3.1110,-4.0292,32.9092,198.1720,1.1026,0.8083,1.0000,121.0000
5,5,3.1094,-4.0294,33.2203,207.5630,1.1026,0.7988,1.0000,121.0000
5,5,3.1080,-4.0299,33.5246,216.9850,1.1026,0.7892,1.0000,121.0000
