cycle,ambient_temperature,capacity,mean_current,mean_temperature,mean_time,SOH,RUL
1,4,1.6579955793677608,-0.9275960004271296,7.9114909421254485,3205.134140816326,1.0,180
5,4,1.5076933476098775,-0.9596376462561298,7.958927971485882,2815.872543123543,0.9093470250293444,176
7,4,1.4989223343608031,-0.9640819411783536,7.708927821830712,2786.4199433962262,0.9040568943690329,174
9,4,1.4782919502497789,-0.9590403279797146,7.711890755969547,2761.85884725537,0.8916139274710806,172
11,4,1.461856891390611,-0.9561581387967848,7.733691649876036,2739.4814361445783,0.8817013203063286,170
13,4,1.4509592706473475,-0.95562492940014,7.713793706750157,2720.7160437956204,0.8751285520318686,168
17,4,1.451746997147108,-0.9577937939731284,7.8513931260036465,2715.7035574572124,0.8756036597520356,164
21,4,1.444392866287476,-0.9502347980955429,7.905320525605018,2723.474865525672,0.871168104584611,160
23,4,1.432738323965376,-0.95236200437101,7.847675607740912,2695.564762376238,0.8641388082058207,158
25,4,1.417241201438662,-0.9494102232020357,7.926506175979814,2674.5519974999997,0.8547919060068272,156
27,4,1.4057559944573452,-0.949209508836394,7.937097401174621,2652.886573232323,0.8478647421927377,154
29,4,1.3902706269897063,-0.9438502376761829,7.9661274485105595,2639.103231552163,0.838524929915588,152
33,4,1.4196659307880326,-0.9514090951270098,7.886742523689043,2673.9140604534005,0.8562543522156978,148
37,4,1.4190563985232272,-0.944155823754122,7.810373532807223,2692.679270676692,0.8558867201952084,144
39,4,1.404272356704056,-0.943749133811343,7.869709498966687,2666.0419365482235,0.8469699040087572,142
41,4,1.3916140490958342,-0.948030574788209,7.873285917762758,2629.934721649485,0.8393351987262203,140
43,4,1.3749618350294734,-0.9424402883201639,7.888295790156799,2613.180846753247,0.829291617022154,138
45,4,1.3545155713071164,-0.936561624298611,7.90514873318139,2590.9035736842106,0.8169597001118847,136
49,4,1.3440223073315984,-0.9359740520534714,7.9278743808781424,2570.9289547872345,0.8106308147360146,132
51,4,0.0,-0.9854751233942509,7.084065434295192,1189.2688514285715,0.0,130
53,4,1.372384475860572,-0.9249433480673207,7.950376644939932,2658.5673350515467,0.827737113981872,128
55,4,1.3184105752674413,-0.9296783941589579,7.891054732187375,2540.4714054054057,0.7951834080101634,126
57,4,1.3112727599578604,-0.9340469067277114,7.911933312913009,2514.6951260273977,0.7908783209529936,124
61,4,1.2970172419001187,-0.9282929869770825,7.9731250548171255,2503.266038567493,0.7822802774870528,120
63,4,1.2995219526631718,-0.9361639727698597,7.988820643678426,2487.028291666667,0.783790963519164,118
65,4,1.2826154066729571,-0.9299928998106647,7.990220402102304,2470.178705882353,0.7735939845883386,116
67,4,1.2752890152407,-0.934806579329965,7.882690956878554,2442.993102272727,0.7691751601213573,114
69,4,1.2735572473264072,-0.9370645194852636,8.054682377673142,2433.946065714286,0.7681306652289445,112
73,4,1.2594114333938535,-0.9310772172053213,7.989516678064296,2421.7827442528737,0.759598788480547,108
75,4,1.2631632585495876,-0.9394586031577282,8.031961049301984,2407.7195304347824,0.7618616564896189,106
77,4,1.2491717310136363,-0.9358379166065879,8.043229181254354,2390.6448538011696,0.753422835717077,104
79,4,1.233984347835307,-0.9322392887454545,8.03181115051043,2370.1485591715978,0.7442627490634559,102
81,4,1.240031992028868,-0.9406998132859437,8.097013437245895,2360.8717351190476,0.7479103125846248,100
85,4,1.30370857198071,-0.9537093572867028,8.022533123805395,2447.559129682997,0.7863160723732748,96
89,4,1.315055963470538,-0.9460022622334843,8.108172025448226,2488.93933427762,0.7931601144389089,92
91,4,1.2888738300982074,-0.9477332619889278,7.8977220071348055,2434.9032057971017,0.7773686770562382,90
93,4,1.2877137595885193,-0.955996398502354,8.04149350152151,2411.671076246334,0.7766689945455463,88
95,4,1.2673379985315463,-0.9495988780290304,7.954120438181095,2390.059065281899,0.7643796004660139,86
97,4,1.250594345697306,-0.9487217927497306,7.99745058769299,2359.6879367469883,0.7542808685739633,84
101,4,1.2487131179395878,-0.9484783034454789,8.033089769228212,2356.5366314199396,0.7531462287829238,80
103,4,1.248002326082933,-0.960288282497019,8.032822875095608,2325.951260736196,0.7527175232631383,78
105,4,1.2300895244599586,-0.9538841832821683,7.971994643634386,2308.0075015479874,0.7419136334060827,76
107,4,1.2244197121500935,-0.9534653843148169,7.985840586212385,2298.3290186915888,0.7384939546201916,74
109,4,1.2186682845116386,-0.9561814714709561,8.055923800450703,2281.1099496855345,0.7350250505350263,72
113,4,1.2037865236033616,-0.949495711589349,7.982156595851859,2269.1336740506335,0.7260492962607286,68
115,4,1.1947642300832226,-0.9491950189128958,7.842796481143621,2252.6372619808308,0.7206076089411644,66
117,4,1.2052091893871497,-0.9617018565505487,8.079939832789865,2242.3294887459806,0.7269073599380338,64
119,4,1.1955746593628465,-0.9582791920312705,8.064765751727982,2232.6598964401296,0.7210964095686865,62
121,4,1.1888497102149884,-0.9604573336465301,8.047690080561159,2202.046637873754,0.7170403377482644,60
