battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,3.8437,0.0012,5.9050,0.0000,0.7990,1.0000,0.6053,0.0000
5,1,3.8435,-0.0013,5.9217,9.4380,0.7990,1.0000,0.6053,0.0000
5,1,3.3356,-1.9872,5.9850,19.5780,0.7990,0.9930,0.6053,0.0000
5,1,3.3063,-1.9865,6.0706,28.9380,0.7990,0.9865,0.6053,0.0000
5,1,3.2811,-1.9886,6.1797,38.2810,0.7990,0.9801,0.6053,0.0000
5,1,3.2566,-1.9896,6.3206,47.6560,0.7990,0.9736,0.6053,0.0000
5,1,3.2325,-1.9881,6.4541,56.9850,0.7990,0.9671,0.6053,0.0000
5,1,3.2076,-1.9891,6.6191,66.3750,0.7990,0.9606,0.6053,0.0000
5,1,3.1809,-1.9873,6.7876,75.7500,0.7990,0.9542,0.6053,0.0000
5,1,3.1524,-1.9883,6.9379,85.0780,0.7990,0.9477,0.6053,0.0000
5,1,3.1219,-1.9880,7.1235,94.4380,0.7990,0.9412,0.6053,0.0000
5,1,3.0907,-1.9871,7.2970,103.8130,0.7990,0.9348,0.6053,0.0000
5,1,3.0613,-1.9857,7.4788,113.2190,0.7990,0.9283,0.6053,0.0000
5,1,3.0374,-1.9875,7.6506,122.5940,0.7990,0.9218,0.6053,0.0000
5,1,3.0212,-1.9888,7.8556,131.9060,0.7990,0.9154,0.6053,0.0000
5,1,3.0123,-1.9878,8.0395,141.2810,0.7990,0.9089,0.6053,0.0000
5,1,3.0085,-1.9874,8.2662,150.6250,0.7990,0.9024,0.6053,0.0000
5,1,3.0082,-1.9853,8.4616,159.9380,0.7990,0.8960,0.6053,0.0000
5,1,3.0102,-1.9875,8.6677,169.2810,0.7990,0.8895,0.6053,0.0000
5,1,3.0139,-1.9874,8.8546,178.6250,0.7990,0.8831,0.6053,0.0000
5,1,3.0186,-1.9877,9.0561,187.9530,0.7990,0.8766,0.6053,0.0000
5,1,3.0238,-1.9870,9.2468,197.3280,0.7990,0.8702,0.6053,0.0000
5,1,3.0298,-1.9865,9.4154,206.6720,0.7990,0.8637,0.6053,0.0000
5,1,3.0359,-1.9838,9.5821,216.0630,0.7990,0.8572,0.6053,0.0000
5,1,3.0425,-1.9883,9.7781,225.4220,0.7990,0.8508,0.6053,0.0000
5,1,3.0492,-1.9877,9.9650,234.7810,0.7990,0.8443,0.6053,0.0000
5,1,3.0562,-1.9896,10.1306,244.1720,0.7990,0.8378,0.6053,0.0000
5,1,3.0629,-1.9873,10.2633,253.5470,0.7990,0.8313,0.6053,0.0000
5,1,3.0696,-1.9890,10.3110,262.8910,0.7990,0.8249,0.6053,0.0000
5,1,3.0759,-1.9867,10.2460,272.2190,0.7990,0.8184,0.6053,0.0000
5,1,3.0817,-1.9899,9.9607,281.5630,0.7990,0.8120,0.6053,0.0000
5,1,3.0865,-1.9905,9.9682,290.9060,0.7990,0.8055,0.6053,0.0000
5,1,3.0912,-1.9879,9.9833,300.2500,0.7990,0.7990,0.6053,0.0000
5,1,3.0955,-1.9877,10.0297,309.5780,0.7990,0.7926,0.6053,0.0000
5,1,3.0989,-1.9898,10.0139,318.9690,0.7990,0.7861,0.6053,0.0000
5,1,3.1021,-1.9874,9.9512,328.3280,0.7990,0.7796,0.6053,0.0000
5,1,3.1050,-1.9869,9.8652,337.6560,0.7990,0.7732,0.6053,0.0000
5,1,3.1074,-1.9863,10.0357,347.0310,0.7990,0.7667,0.6053,0.0000
5,1,3.1095,-1.9868,9.9137,356.4060,0.7990,0.7602,0.6053,0.0000
5,1,3.1113,-1.9882,9.9264,365.7500,0.7990,0.7538,0.6053,0.0000
5,1,3.1128,-1.9882,9.9937,375.1250,0.7990,0.7473,0.6053,0.0000
5,1,3.1142,-1.9888,9.9343,384.5160,0.7990,0.7408,0.6053,0.0000
5,1,3.1153,-1.9880,10.0302,393.8750,0.7990,0.7343,0.6053,0.0000
5,1,3.1161,-1.9880,10.0304,403.2350,0.7990,0.7279,0.6053,0.0000
5,1,3.1166,-1.9884,10.0178,412.5780,0.7990,0.7214,0.6053,0.0000
5,1,3.1172,-1.9872,10.0166,421.9380,0.7990,0.7149,0.6053,0.0000
5,1,3.1172,-1.9897,9.9505,431.3600,0.7990,0.7084,0.6053,0.0000
5,1,3.1171,-1.9886,10.0042,440.7190,0.7990,0.7019,0.6053,0.0000
5,1,3.1171,-1.9886,10.1423,450.0780,0.7990,0.6955,0.6053,0.0000
5,1,3.1165,-1.9884,10.0417,459.4530,0.7990,0.6890,0.6053,0.0000
5,1,3.1161,-1.9889,10.1789,468.7500,0.7990,0.6826,0.6053,0.0000
5,1,3.1156,-1.9881,10.0872,478.0940,0.7990,0.6761,0.6053,0.0000
5,1,3.1149,-1.9882,10.2972,487.5310,0.7990,0.6696,0.6053,0.0000
5,1,3.1143,-1.9885,10.4970,496.9380,0.7990,0.6631,0.6053,0.0000
5,1,3.1138,-1.9886,10.6548,506.2970,0.7990,0.6566,0.6053,0.0000
5,1,3.1135,-1.9869,10.8037,515.6560,0.7990,0.6501,0.6053,0.0000
5,1,3.1135,-1.9873,10.9598,525.0310,0.7990,0.6437,0.6053,0.0000
5,1,3.1134,-1.9893,11.1513,534.3440,0.7990,0.6372,0.6053,0.0000
5,1,3.1136,-1.9872,11.3155,543.7500,0.7990,0.6307,0.6053,0.0000
5,1,3.1139,-1.9880,11.4224,553.1100,0.7990,0.6243,0.6053,0.0000
5,1,3.1141,-1.9881,11.4991,562.5160,0.7990,0.6178,0.6053,0.0000
5,1,3.1143,-1.9874,11.6109,571.8280,0.7990,0.6113,0.6053,0.0000
5,1,3.1144,-1.9888,11.5869,581.1720,0.7990,0.6049,0.6053,0.0000
5,1,3.1146,-1.9887,11.6260,590.4850,0.7990,0.5984,0.6053,0.0000
5,1,3.1144,-1.9877,11.8183,599.8280,0.7990,0.5920,0.6053,0.0000
5,1,3.1145,-1.9880,11.8890,609.1880,0.7990,0.5855,0.6053,0.0000
5,1,3.1146,-1.9897,11.9932,618.5310,0.7990,0.5790,0.6053,0.0000
5,1,3.1147,-1.9872,12.1425,627.9060,0.7990,0.5726,0.6053,0.0000
5,1,3.1148,-1.9875,12.1954,637.2500,0.7990,0.5661,0.6053,0.0000
5,1,3.1148,-1.9893,12.1688,646.6560,0.7990,0.5596,0.6053,0.0000
5,1,3.1144,-1.9880,12.2295,656.0310,0.7990,0.5531,0.6053,0.0000
