battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,3.8387,-0.0012,6.2934,0.0000,0.7853,1.0000,0.5841,0.0000
5,1,3.8385,0.0002,6.3071,9.4380,0.7853,1.0000,0.5841,0.0000
5,1,3.3097,-1.9937,6.3555,19.5780,0.7853,0.9928,0.5841,0.0000
5,1,3.2801,-1.9934,6.4393,28.9380,0.7853,0.9862,0.5841,0.0000
5,1,3.2556,-1.9942,6.5612,38.2810,0.7853,0.9797,0.5841,0.0000
5,1,3.2332,-1.9921,6.6893,47.6560,0.7853,0.9731,0.5841,0.0000
5,1,3.2118,-1.9926,6.8328,56.9850,0.7853,0.9665,0.5841,0.0000
5,1,3.1901,-1.9953,6.9627,66.3750,0.7853,0.9598,0.5841,0.0000
5,1,3.1679,-1.9945,7.1108,75.7500,0.7853,0.9532,0.5841,0.0000
5,1,3.1447,-1.9931,7.2428,85.0780,0.7853,0.9467,0.5841,0.0000
5,1,3.1200,-1.9939,7.4005,94.4380,0.7853,0.9401,0.5841,0.0000
5,1,3.0941,-1.9935,7.5517,103.8130,0.7853,0.9334,0.5841,0.0000
5,1,3.0668,-1.9921,7.6968,113.2190,0.7853,0.9268,0.5841,0.0000
5,1,3.0406,-1.9950,7.8565,122.5940,0.7853,0.9202,0.5841,0.0000
5,1,3.0172,-1.9930,8.0296,131.9060,0.7853,0.9136,0.5841,0.0000
5,1,2.9991,-1.9935,8.1785,141.2810,0.7853,0.9070,0.5841,0.0000
5,1,2.9880,-1.9930,8.3595,150.6250,0.7853,0.9004,0.5841,0.0000
5,1,2.9825,-1.9929,8.5296,159.9380,0.7853,0.8939,0.5841,0.0000
5,1,2.9814,-1.9946,8.6817,169.2810,0.7853,0.8873,0.5841,0.0000
5,1,2.9833,-1.9940,8.8544,178.6250,0.7853,0.8807,0.5841,0.0000
5,1,2.9875,-1.9963,9.0207,187.9530,0.7853,0.8741,0.5841,0.0000
5,1,2.9923,-1.9941,9.1591,197.3280,0.7853,0.8675,0.5841,0.0000
5,1,2.9983,-1.9903,9.2959,206.6720,0.7853,0.8609,0.5841,0.0000
5,1,3.0047,-1.9930,9.4875,216.0630,0.7853,0.8543,0.5841,0.0000
5,1,3.0113,-1.9923,9.5841,225.4220,0.7853,0.8477,0.5841,0.0000
5,1,3.0185,-1.9924,9.7277,234.7810,0.7853,0.8411,0.5841,0.0000
5,1,3.0255,-1.9917,9.8769,244.1720,0.7853,0.8345,0.5841,0.0000
5,1,3.0329,-1.9926,9.9562,253.5470,0.7853,0.8279,0.5841,0.0000
5,1,3.0396,-1.9934,9.9107,262.8910,0.7853,0.8213,0.5841,0.0000
