battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,4.2377,-0.0034,6.3985,0.0000,1.7282,1.0000,1.0000,181.0000
5,1,4.2378,-0.0021,6.4176,9.3600,1.7282,1.0000,1.0000,181.0000
5,1,4.0363,-1.0067,6.4320,23.2810,1.7282,0.9977,1.0000,181.0000
5,1,4.0162,-1.0059,6.4888,36.4060,1.7282,0.9956,1.0000,181.0000
5,1,4.0011,-1.0049,6.5562,49.6250,1.7282,0.9935,1.0000,181.0000
5,1,3.9888,-1.0067,6.6007,62.8130,1.7282,0.9914,1.0000,181.0000
5,1,3.9784,-1.0085,6.4552,75.8910,1.7282,0.9892,1.0000,181.0000
5,1,3.9686,-1.0047,6.2791,89.0310,1.7282,0.9871,1.0000,181.0000
5,1,3.9600,-1.0057,6.1638,102.1410,1.7282,0.9850,1.0000,181.0000
5,1,3.9520,-1.0081,6.1252,115.2970,1.7282,0.9829,1.0000,181.0000
5,1,3.9446,-1.0055,6.0590,128.4380,1.7282,0.9807,1.0000,181.0000
5,1,3.9376,-1.0067,5.9585,141.5780,1.7282,0.9786,1.0000,181.0000
5,1,3.9308,-1.0062,5.9050,154.7190,1.7282,0.9765,1.0000,181.0000
5,1,3.9244,-1.0052,5.8288,167.8130,1.7282,0.9744,1.0000,181.0000
5,1,3.9185,-1.0077,5.7718,180.9060,1.7282,0.9722,1.0000,181.0000
5,1,3.9129,-1.0067,5.7294,194.0000,1.7282,0.9701,1.0000,181.0000
5,1,3.9073,-1.0068,5.6976,207.1100,1.7282,0.9680,1.0000,181.0000
5,1,3.9021,-1.0071,5.6289,220.2190,1.7282,0.9659,1.0000,181.0000
5,1,3.8970,-1.0054,5.5776,233.3130,1.7282,0.9638,1.0000,181.0000
5,1,3.8920,-1.0073,5.5216,246.4220,1.7282,0.9616,1.0000,181.0000
5,1,3.8872,-1.0052,5.5007,259.5470,1.7282,0.9595,1.0000,181.0000
5,1,3.8826,-1.0066,5.6284,272.6250,1.7282,0.9574,1.0000,181.0000
5,1,3.8784,-1.0072,5.7449,285.7500,1.7282,0.9553,1.0000,181.0000
5,1,3.8743,-1.0078,5.8644,298.8600,1.7282,0.9532,1.0000,181.0000
5,1,3.8706,-1.0058,5.9810,311.9530,1.7282,0.9510,1.0000,181.0000
5,1,3.8671,-1.0081,6.1005,325.0940,1.7282,0.9489,1.0000,181.0000
5,1,3.8638,-1.0076,6.1548,338.1720,1.7282,0.9468,1.0000,181.0000
5,1,3.8608,-1.0079,6.2277,351.2350,1.7282,0.9447,1.0000,181.0000
5,1,3.8578,-1.0067,6.2956,364.3130,1.7282,0.9426,1.0000,181.0000
5,1,3.8548,-1.0072,6.3471,377.4060,1.7282,0.9404,1.0000,181.0000
5,1,3.8521,-1.0071,6.4025,390.5160,1.7282,0.9383,1.0000,181.0000
5,1,3.8492,-1.0084,6.4621,403.6100,1.7282,0.9362,1.0000,181.0000
5,1,3.8467,-1.0081,6.5120,416.6880,1.7282,0.9341,1.0000,181.0000
5,1,3.8441,-1.0062,6.6070,429.7500,1.7282,0.9320,1.0000,181.0000
5,1,3.8416,-1.0067,6.6508,442.8750,1.7282,0.9298,1.0000,181.0000
5,1,3.8394,-1.0069,6.7081,455.9220,1.7282,0.9277,1.0000,181.0000
5,1,3.8370,-1.0085,6.7862,469.0310,1.7282,0.9256,1.0000,181.0000
5,1,3.8345,-1.0060,6.8434,482.1100,1.7282,0.9235,1.0000,181.0000
5,1,3.8320,-1.0081,6.8982,495.2350,1.7282,0.9214,1.0000,181.0000
5,1,3.8299,-1.0074,6.9477,508.3130,1.7282,0.9193,1.0000,181.0000
5,1,3.8276,-1.0073,7.0051,521.3910,1.7282,0.9171,1.0000,181.0000
5,1,3.8254,-1.0059,7.0573,534.4690,1.7282,0.9150,1.0000,181.0000
5,1,3.8230,-1.0069,7.1336,547.5780,1.7282,0.9129,1.0000,181.0000
5,1,3.8205,-1.0067,7.1654,560.6410,1.7282,0.9108,1.0000,181.0000
5,1,3.8184,-1.0073,7.2041,573.7190,1.7282,0.9087,1.0000,181.0000
5,1,3.8161,-1.0071,7.2505,586.8130,1.7282,0.9065,1.0000,181.0000
5,1,3.8137,-1.0062,7.3166,599.9690,1.7282,0.9044,1.0000,181.0000
5,1,3.8113,-1.0085,7.3696,613.0780,1.7282,0.9023,1.0000,181.0000
