battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,3,4.1817,-0.0017,22.8982,0.0000,1.6865,1.0000,1.0000,274.0000
5,3,4.1818,-0.0006,22.9003,9.3290,1.6865,1.0000,1.0000,274.0000
5,3,3.8800,-1.9940,22.9163,19.4690,1.6865,0.9967,1.0000,274.0000
5,3,3.8573,-1.9920,22.9946,28.8440,1.6865,0.9936,1.0000,274.0000
5,3,3.8384,-1.9930,23.1205,38.2500,1.6865,0.9905,1.0000,274.0000
5,3,3.8218,-1.9949,23.2661,47.6720,1.6865,0.9874,1.0000,274.0000
5,3,3.8069,-1.9930,23.4381,57.0790,1.6865,0.9843,1.0000,274.0000
5,3,3.7933,-1.9919,23.5518,66.4690,1.6865,0.9812,1.0000,274.0000
5,3,3.7805,-1.9958,23.7218,75.8290,1.6865,0.9782,1.0000,274.0000
5,3,3.7688,-1.9926,23.8740,85.1880,1.6865,0.9751,1.0000,274.0000
5,3,3.7578,-1.9925,24.0256,94.5470,1.6865,0.9720,1.0000,274.0000
5,3,3.7477,-1.9925,24.1791,103.9220,1.6865,0.9689,1.0000,274.0000
5,3,3.7383,-1.9964,24.3235,113.3130,1.6865,0.9659,1.0000,274.0000
5,3,3.7298,-1.9927,24.4197,122.7040,1.6865,0.9628,1.0000,274.0000
5,3,3.7220,-1.9932,24.5413,132.0790,1.6865,0.9597,1.0000,274.0000
5,3,3.7148,-1.9939,24.6464,141.4540,1.6865,0.9566,1.0000,274.0000
5,3,3.7083,-1.9944,24.8172,150.8130,1.6865,0.9535,1.0000,274.0000
5,3,3.7023,-1.9949,24.9794,160.1720,1.6865,0.9505,1.0000,274.0000
5,3,3.6968,-1.9925,25.1106,169.5320,1.6865,0.9474,1.0000,274.0000
5,3,3.6918,-1.9946,25.2725,178.8910,1.6865,0.9443,1.0000,274.0000
5,3,3.6872,-1.9927,25.4121,188.2660,1.6865,0.9412,1.0000,274.0000
5,3,3.6831,-1.9957,25.5298,197.6720,1.6865,0.9382,1.0000,274.0000
5,3,3.6793,-1.9949,25.6675,207.0320,1.6865,0.9351,1.0000,274.0000
5,3,3.6757,-1.9922,25.8037,216.3910,1.6865,0.9320,1.0000,274.0000
5,3,3.6724,-1.9896,25.9150,225.7500,1.6865,0.9289,1.0000,274.0000
5,3,3.6693,-1.9930,26.0510,235.1250,1.6865,0.9259,1.0000,274.0000
5,3,3.6664,-1.9910,26.1500,244.5160,1.6865,0.9228,1.0000,274.0000
5,3,3.6639,-1.9942,26.2578,253.9850,1.6865,0.9197,1.0000,274.0000
5,3,3.6613,-1.9934,26.3970,263.3600,1.6865,0.9166,1.0000,274.0000
5,3,3.6590,-1.9936,26.5421,272.7190,1.6865,0.9135,1.0000,274.0000
5,3,3.6568,-1.9933,26.6479,282.0940,1.6865,0.9104,1.0000,274.0000
5,3,3.6546,-1.9929,26.6935,291.4380,1.6865,0.9074,1.0000,274.0000
5,3,3.6526,-1.9936,26.8331,300.8290,1.6865,0.9043,1.0000,274.0000
5,3,3.6507,-1.9948,26.9876,310.2040,1.6865,0.9012,1.0000,274.0000
5,3,3.6487,-1.9937,27.1260,319.5940,1.6865,0.8981,1.0000,274.0000
5,3,3.6469,-1.9939,27.2118,328.9690,1.6865,0.8951,1.0000,274.0000
