battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,3,4.2041,-0.0021,22.7545,0.0000,1.7138,1.0000,1.0000,274.0000
5,3,4.2039,-0.0011,22.7485,9.3290,1.7138,1.0000,1.0000,274.0000
5,3,3.9455,-1.9886,22.7683,19.4690,1.7138,0.9967,1.0000,274.0000
5,3,3.9247,-1.9881,22.8177,28.8440,1.7138,0.9937,1.0000,274.0000
5,3,3.9075,-1.9898,22.8778,38.2500,1.7138,0.9907,1.0000,274.0000
5,3,3.8924,-1.9882,22.9459,47.6720,1.7138,0.9876,1.0000,274.0000
5,3,3.8789,-1.9893,23.0411,57.0790,1.7138,0.9846,1.0000,274.0000
5,3,3.8665,-1.9896,23.1358,66.4690,1.7138,0.9816,1.0000,274.0000
5,3,3.8552,-1.9880,23.2300,75.8290,1.7138,0.9786,1.0000,274.0000
5,3,3.8445,-1.9873,23.3210,85.1880,1.7138,0.9755,1.0000,274.0000
5,3,3.8347,-1.9882,23.4273,94.5470,1.7138,0.9725,1.0000,274.0000
5,3,3.8258,-1.9884,23.5248,103.9220,1.7138,0.9695,1.0000,274.0000
5,3,3.8174,-1.9862,23.6430,113.3130,1.7138,0.9665,1.0000,274.0000
5,3,3.8096,-1.9883,23.7448,122.7040,1.7138,0.9635,1.0000,274.0000
5,3,3.8025,-1.9893,23.8486,132.0790,1.7138,0.9604,1.0000,274.0000
5,3,3.7959,-1.9888,23.9479,141.4540,1.7138,0.9574,1.0000,274.0000
5,3,3.7899,-1.9897,24.0623,150.8130,1.7138,0.9544,1.0000,274.0000
5,3,3.7843,-1.9884,24.1759,160.1720,1.7138,0.9514,1.0000,274.0000
5,3,3.7791,-1.9878,24.2948,169.5320,1.7138,0.9484,1.0000,274.0000
5,3,3.7743,-1.9882,24.4208,178.8910,1.7138,0.9453,1.0000,274.0000
5,3,3.7697,-1.9880,24.5332,188.2660,1.7138,0.9423,1.0000,274.0000
5,3,3.7654,-1.9887,24.6417,197.6720,1.7138,0.9393,1.0000,274.0000
5,3,3.7615,-1.9868,24.7704,207.0320,1.7138,0.9363,1.0000,274.0000
5,3,3.7578,-1.9884,24.8755,216.3910,1.7138,0.9333,1.0000,274.0000
5,3,3.7543,-1.9891,24.9719,225.7500,1.7138,0.9302,1.0000,274.0000
5,3,3.7509,-1.9882,25.0910,235.1250,1.7138,0.9272,1.0000,274.0000
5,3,3.7478,-1.9888,25.2032,244.5160,1.7138,0.9242,1.0000,274.0000
5,3,3.7447,-1.9884,25.2964,253.9850,1.7138,0.9211,1.0000,274.0000
5,3,3.7418,-1.9876,25.4058,263.3600,1.7138,0.9181,1.0000,274.0000
5,3,3.7389,-1.9870,25.5158,272.7190,1.7138,0.9151,1.0000,274.0000
5,3,3.7362,-1.9887,25.6074,282.0940,1.7138,0.9121,1.0000,274.0000
5,3,3.7334,-1.9884,25.6963,291.4380,1.7138,0.9091,1.0000,274.0000
5,3,3.7310,-1.9874,25.7951,300.8290,1.7138,0.9061,1.0000,274.0000
