battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL
5,2,4.1994,-0.0019,23.9370,0.0000,1.8911,1.0000,1.0000,614.0000
5,2,4.1995,-0.0021,23.9241,16.7810,1.8911,1.0000,1.0000,614.0000
5,2,3.9856,-1.9888,24.0043,35.7030,1.8911,0.9945,1.0000,614.0000
5,2,3.9632,-1.9926,24.1629,53.7810,1.8911,0.9892,1.0000,614.0000
5,2,3.9466,-1.9885,24.3464,71.9220,1.8911,0.9839,1.0000,614.0000
5,2,3.9328,-1.9912,24.5461,90.0940,1.8911,0.9786,1.0000,614.0000
5,2,3.9210,-1.9895,24.7413,108.2810,1.8911,0.9732,1.0000,614.0000
5,2,3.9109,-1.9892,24.9371,126.4530,1.8911,0.9679,1.0000,614.0000
5,2,3.9017,-1.9895,25.1280,144.6410,1.8911,0.9626,1.0000,614.0000
5,2,3.8932,-1.9896,25.3132,162.8440,1.8911,0.9573,1.0000,614.0000
5,2,3.8857,-1.9903,25.5107,181.0160,1.8911,0.9520,1.0000,614.0000
5,2,3.8784,-1.9888,25.6949,199.2190,1.8911,0.9467,1.0000,614.0000
5,2,3.8715,-1.9912,25.8867,217.3910,1.8911,0.9414,1.0000,614.0000
5,2,3.8650,-1.9904,26.0714,235.5940,1.8911,0.9360,1.0000,614.0000
5,2,3.8590,-1.9886,26.2472,253.7500,1.8911,0.9307,1.0000,614.0000
5,2,3.8530,-1.9915,26.4241,271.9840,1.8911,0.9254,1.0000,614.0000
5,2,3.8471,-1.9892,26.5956,290.1410,1.8911,0.9201,1.0000,614.0000
5,2,3.8415,-1.9917,26.7751,308.3590,1.8911,0.9148,1.0000,614.0000
5,2,3.8361,-1.9913,26.9324,326.5000,1.8911,0.9095,1.0000,614.0000
5,2,3.8310,-1.9896,27.0980,344.7500,1.8911,0.9041,1.0000,614.0000
5,2,3.8257,-1.9906,27.2546,362.9060,1.8911,0.8988,1.0000,614.0000
5,2,3.8210,-1.9891,27.4059,381.0470,1.8911,0.8935,1.0000,614.0000
5,2,3.8161,-1.9925,27.5571,399.1870,1.8911,0.8882,1.0000,614.0000
5,2,3.8114,-1.9898,27.7263,417.2810,1.8911,0.8829,1.0000,614.0000
5,2,3.8068,-1.9889,27.8745,435.4840,1.8911,0.8776,1.0000,614.0000
5,2,3.8021,-1.9907,28.0073,453.6720,1.8911,0.8723,1.0000,614.0000
5,2,3.7974,-1.9863,28.1540,471.8120,1.8911,0.8670,1.0000,614.0000
5,2,3.7928,-1.9911,28.3056,490.2030,1.8911,0.8616,1.0000,614.0000
5,2,3.7880,-1.9904,28.4470,508.3440,1.8911,0.8563,1.0000,614.0000
5,2,3.7837,-1.9885,28.5783,526.6250,1.8911,0.8510,1.0000,614.0000
5,2,3.7791,-1.9899,28.7203,544.9220,1.8911,0.8456,1.0000,614.0000
5,2,3.7745,-1.9902,28.8521,563.1250,1.8911,0.8403,1.0000,614.0000
5,2,3.7698,-1.9917,28.9804,581.4060,1.8911,0.8349,1.0000,614.0000
5,2,3.7653,-1.9880,29.0951,599.6560,1.8911,0.8296,1.0000,614.0000
5,2,3.7609,-1.9913,29.2133,617.8750,1.8911,0.8243,1.0000,614.0000
5,2,3.7566,-1.9906,29.3277,636.0470,1.8911,0.8190,1.0000,614.0000
5,2,3.7522,-1.9914,29.4167,654.4220,1.8911,0.8136,1.0000,614.0000
5,2,3.7479,-1.9896,29.5205,672.5940,1.8911,0.8083,1.0000,614.0000
5,2,3.7438,-1.9884,29.6003,690.8120,1.8911,0.8030,1.0000,614.0000
5,2,3.7398,-1.9879,29.6784,708.9370,1.8911,0.7977,1.0000,614.0000
5,2,3.7355,-1.9899,29.7566,727.2660,1.8911,0.7923,1.0000,614.0000
5,2,3.7314,-1.9897,29.8194,745.5780,1.8911,0.7870,1.0000,614.0000
5,2,3.7275,-1.9926,29.8910,763.7970,1.8911,0.7816,1.0000,614.0000
5,2,3.7236,-1.9888,29.9485,782.1090,1.8911,0.7763,1.0000,614.0000
5,2,3.7197,-1.9931,29.9989,800.4840,1.8911,0.7709,1.0000,614.0000
