battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,4.2029,-0.0019,6.5461,0.0000,1.0820,1.0000,1.0000,181.0000
5,1,4.2035,-0.0020,6.5665,9.3600,1.0820,1.0000,1.0000,181.0000
5,1,3.9573,-1.0074,6.6053,23.2810,1.0820,0.9964,1.0000,181.0000
5,1,3.9337,-1.0053,6.6827,36.4060,1.0820,0.9930,1.0000,181.0000
5,1,3.9159,-1.0052,6.7631,49.6250,1.0820,0.9896,1.0000,181.0000
5,1,3.9006,-1.0047,6.8178,62.8130,1.0820,0.9862,1.0000,181.0000
5,1,3.8868,-1.0064,6.6944,75.8910,1.0820,0.9828,1.0000,181.0000
5,1,3.8740,-1.0060,6.5356,89.0310,1.0820,0.9794,1.0000,181.0000
5,1,3.8614,-1.0046,6.4491,102.1410,1.0820,0.9760,1.0000,181.0000
5,1,3.8499,-1.0078,6.3976,115.2970,1.0820,0.9726,1.0000,181.0000
5,1,3.8386,-1.0060,6.3468,128.4380,1.0820,0.9692,1.0000,181.0000
5,1,3.8277,-1.0054,6.2795,141.5780,1.0820,0.9659,1.0000,181.0000
5,1,3.8172,-1.0058,6.2400,154.7190,1.0820,0.9625,1.0000,181.0000
5,1,3.8064,-1.0037,6.1622,167.8130,1.0820,0.9591,1.0000,181.0000
5,1,3.7964,-1.0051,6.0853,180.9060,1.0820,0.9557,1.0000,181.0000
5,1,3.7863,-1.0066,6.0479,194.0000,1.0820,0.9523,1.0000,181.0000
5,1,3.7765,-1.0059,5.9943,207.1100,1.0820,0.9489,1.0000,181.0000
5,1,3.7665,-1.0050,5.9290,220.2190,1.0820,0.9456,1.0000,181.0000
5,1,3.7569,-1.0056,5.9151,233.3130,1.0820,0.9422,1.0000,181.0000
5,1,3.7475,-1.0049,5.8775,246.4220,1.0820,0.9388,1.0000,181.0000
5,1,3.7382,-1.0068,5.8545,259.5470,1.0820,0.9354,1.0000,181.0000
5,1,3.7292,-1.0044,6.0323,272.6250,1.0820,0.9320,1.0000,181.0000
5,1,3.7207,-1.0058,6.1877,285.7500,1.0820,0.9286,1.0000,181.0000
5,1,3.7124,-1.0074,6.3193,298.8600,1.0820,0.9252,1.0000,181.0000
5,1,3.7048,-1.0061,6.4600,311.9530,1.0820,0.9219,1.0000,181.0000
5,1,3.6972,-1.0073,6.5826,325.0940,1.0820,0.9185,1.0000,181.0000
