battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,3.8396,0.0039,9.1277,0.0000,0.8607,1.0000,0.6069,0.0000
5,1,3.8393,0.0002,9.1090,9.3130,0.8607,1.0000,0.6069,0.0000
5,1,3.4671,-1.9922,9.0696,19.4060,0.8607,0.9935,0.6069,0.0000
5,1,3.4417,-1.9945,9.0918,28.7970,0.8607,0.9875,0.6069,0.0000
5,1,3.4201,-1.9932,9.1266,38.1410,0.8607,0.9815,0.6069,0.0000
5,1,3.4003,-1.9948,9.1751,47.5630,0.8607,0.9754,0.6069,0.0000
5,1,3.3811,-1.9944,9.2157,56.9530,0.8607,0.9693,0.6069,0.0000
5,1,3.3623,-1.9953,9.2799,66.2350,0.8607,0.9634,0.6069,0.0000
5,1,3.3434,-1.9936,9.3884,75.6250,0.8607,0.9573,0.6069,0.0000
5,1,3.3241,-1.9917,9.4535,85.0000,0.8607,0.9513,0.6069,0.0000
5,1,3.3044,-1.9945,9.5302,94.3440,0.8607,0.9453,0.6069,0.0000
5,1,3.2837,-1.9954,9.6100,103.7500,0.8607,0.9392,0.6069,0.0000
5,1,3.2625,-1.9965,9.7093,113.1100,0.8607,0.9332,0.6069,0.0000
5,1,3.2406,-1.9954,9.8082,122.4690,0.8607,0.9272,0.6069,0.0000
5,1,3.2178,-1.9926,9.9017,131.8600,0.8607,0.9211,0.6069,0.0000
5,1,3.1947,-1.9934,9.9983,141.2350,0.8607,0.9151,0.6069,0.0000
5,1,3.1731,-1.9931,10.1069,150.6100,0.8607,0.9091,0.6069,0.0000
5,1,3.1530,-1.9943,10.2137,159.9530,0.8607,0.9031,0.6069,0.0000
5,1,3.1363,-1.9958,10.3049,169.3280,0.8607,0.8970,0.6069,0.0000
5,1,3.1238,-1.9952,10.4041,178.6880,0.8607,0.8910,0.6069,0.0000
5,1,3.1157,-1.9926,10.5512,188.0000,0.8607,0.8850,0.6069,0.0000
5,1,3.1112,-1.9936,10.6433,197.3130,0.8607,0.8790,0.6069,0.0000
5,1,3.1103,-1.9951,10.7406,206.6720,0.8607,0.8730,0.6069,0.0000
5,1,3.1108,-1.9928,10.8716,216.0000,0.8607,0.8670,0.6069,0.0000
5,1,3.1132,-1.9957,10.9864,225.3280,0.8607,0.8610,0.6069,0.0000
5,1,3.1164,-1.9914,11.0677,234.6410,0.8607,0.8550,0.6069,0.0000
5,1,3.1203,-1.9947,11.1691,243.9530,0.8607,0.8490,0.6069,0.0000
5,1,3.1248,-1.9943,11.2842,253.2810,0.8607,0.8430,0.6069,0.0000
5,1,3.1292,-1.9932,11.3845,262.6560,0.8607,0.8370,0.6069,0.0000
5,1,3.1341,-1.9938,11.4912,272.0000,0.8607,0.8309,0.6069,0.0000
5,1,3.1391,-1.9952,11.5766,281.3750,0.8607,0.8249,0.6069,0.0000
5,1,3.1438,-1.9933,11.6715,290.7030,0.8607,0.8189,0.6069,0.0000
5,1,3.1485,-1.9921,11.7360,300.1250,0.8607,0.8129,0.6069,0.0000
5,1,3.1530,-1.9936,11.8022,309.4850,0.8607,0.8068,0.6069,0.0000
5,1,3.1575,-1.9925,11.8711,318.8280,0.8607,0.8008,0.6069,0.0000
