battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,4.2467,0.0003,6.2127,0.0000,1.6743,1.0000,1.0000,181.0000
5,1,4.2468,-0.0014,6.2340,9.3600,1.6743,1.0000,1.0000,181.0000
5,1,4.0393,-0.9951,6.2503,23.2810,1.6743,0.9977,1.0000,181.0000
5,1,4.0195,-0.9967,6.3022,36.4060,1.6743,0.9955,1.0000,181.0000
5,1,4.0048,-0.9928,6.3616,49.6250,1.6743,0.9934,1.0000,181.0000
5,1,3.9929,-0.9960,6.3997,62.8130,1.6743,0.9912,1.0000,181.0000
5,1,3.9823,-0.9947,6.2336,75.8910,1.6743,0.9890,1.0000,181.0000
5,1,3.9725,-0.9988,5.9849,89.0310,1.6743,0.9868,1.0000,181.0000
5,1,3.9637,-0.9941,5.8577,102.1410,1.6743,0.9847,1.0000,181.0000
5,1,3.9554,-0.9938,5.7723,115.2970,1.6743,0.9825,1.0000,181.0000
5,1,3.9479,-0.9941,5.6510,128.4380,1.6743,0.9803,1.0000,181.0000
5,1,3.9408,-0.9952,5.5717,141.5780,1.6743,0.9782,1.0000,181.0000
5,1,3.9338,-0.9957,5.5157,154.7190,1.6743,0.9760,1.0000,181.0000
5,1,3.9274,-0.9941,5.4568,167.8130,1.6743,0.9738,1.0000,181.0000
5,1,3.9212,-0.9951,5.3788,180.9060,1.6743,0.9717,1.0000,181.0000
5,1,3.9152,-0.9966,5.3144,194.0000,1.6743,0.9695,1.0000,181.0000
5,1,3.9097,-0.9952,5.2745,207.1100,1.6743,0.9673,1.0000,181.0000
5,1,3.9042,-0.9944,5.1745,220.2190,1.6743,0.9652,1.0000,181.0000
5,1,3.8990,-0.9952,5.1291,233.3130,1.6743,0.9630,1.0000,181.0000
5,1,3.8938,-0.9957,5.0081,246.4220,1.6743,0.9609,1.0000,181.0000
5,1,3.8888,-0.9942,5.0513,259.5470,1.6743,0.9587,1.0000,181.0000
5,1,3.8844,-0.9944,5.2429,272.6250,1.6743,0.9565,1.0000,181.0000
5,1,3.8801,-0.9964,5.3867,285.7500,1.6743,0.9544,1.0000,181.0000
5,1,3.8763,-0.9962,5.5140,298.8600,1.6743,0.9522,1.0000,181.0000
5,1,3.8726,-0.9939,5.6394,311.9530,1.6743,0.9500,1.0000,181.0000
5,1,3.8692,-0.9964,5.7583,325.0940,1.6743,0.9479,1.0000,181.0000
5,1,3.8660,-0.9951,5.8330,338.1720,1.6743,0.9457,1.0000,181.0000
5,1,3.8630,-0.9944,5.9159,351.2350,1.6743,0.9436,1.0000,181.0000
5,1,3.8604,-0.9953,5.9735,364.3130,1.6743,0.9414,1.0000,181.0000
5,1,3.8574,-0.9935,6.0375,377.4060,1.6743,0.9392,1.0000,181.0000
5,1,3.8547,-0.9942,6.1126,390.5160,1.6743,0.9371,1.0000,181.0000
5,1,3.8520,-0.9951,6.1908,403.6100,1.6743,0.9349,1.0000,181.0000
5,1,3.8496,-0.9952,6.2288,416.6880,1.6743,0.9328,1.0000,181.0000
5,1,3.8472,-0.9951,6.2965,429.7500,1.6743,0.9306,1.0000,181.0000
5,1,3.8450,-0.9959,6.3412,442.8750,1.6743,0.9284,1.0000,181.0000
5,1,3.8427,-0.9956,6.3943,455.9220,1.6743,0.9263,1.0000,181.0000
5,1,3.8406,-0.9965,6.4577,469.0310,1.6743,0.9241,1.0000,181.0000
5,1,3.8384,-0.9973,6.5185,482.1100,1.6743,0.9219,1.0000,181.0000
5,1,3.8365,-0.9967,6.5740,495.2350,1.6743,0.9198,1.0000,181.0000
5,1,3.8344,-0.9950,6.6240,508.3130,1.6743,0.9176,1.0000,181.0000
5,1,3.8323,-0.9951,6.6741,521.3910,1.6743,0.9155,1.0000,181.0000
5,1,3.8305,-0.9955,6.7260,534.4690,1.6743,0.9133,1.0000,181.0000
5,1,3.8284,-0.9963,6.8046,547.5780,1.6743,0.9111,1.0000,181.0000
5,1,3.8266,-0.9963,6.8410,560.6410,1.6743,0.9090,1.0000,181.0000
5,1,3.8246,-0.9954,6.8860,573.7190,1.6743,0.9068,1.0000,181.0000
5,1,3.8228,-0.9941,6.9332,586.8130,1.6743,0.9046,1.0000,181.0000
5,1,3.8209,-0.9955,7.0010,599.9690,1.6743,0.9025,1.0000,181.0000
5,1,3.8191,-0.9947,7.0453,613.0780,1.6743,0.9003,1.0000,181.0000
5,1,3.8173,-0.9953,7.0836,626.1410,1.6743,0.8982,1.0000,181.0000
5,1,3.8153,-0.9954,7.1290,639.2500,1.6743,0.8960,1.0000,181.0000
5,1,3.8137,-0.9965,7.1898,652.3600,1.6743,0.8938,1.0000,181.0000
5,1,3.8117,-0.9950,7.2276,665.4530,1.6743,0.8917,1.0000,181.0000
5,1,3.8099,-0.9963,7.2873,678.4690,1.6743,0.8895,1.0000,181.0000
5,1,3.8079,-0.9952,7.3451,691.5940,1.6743,0.8873,1.0000,181.0000
5,1,3.8061,-0.9933,7.3772,704.7190,1.6743,0.8852,1.0000,181.0000
5,1,3.8042,-0.9965,7.4241,717.8130,1.6743,0.8830,1.0000,181.0000
5,1,3.8024,-0.9948,7.4728,730.9060,1.6743,0.8809,1.0000,181.0000
5,1,3.8004,-0.9954,7.5255,744.0000,1.6743,0.8787,1.0000,181.0000
5,1,3.7986,-0.9976,7.5478,757.1560,1.6743,0.8765,1.0000,181.0000
5,1,3.7966,-0.9953,7.6072,770.2350,1.6743,0.8744,1.0000,181.0000
5,1,3.7947,-0.9962,7.6310,783.2810,1.6743,0.8722,1.0000,181.0000
5,1,3.7928,-0.9954,7.6810,796.3440,1.6743,0.8700,1.0000,181.0000
5,1,3.7908,-0.9970,7.7212,809.4060,1.6743,0.8679,1.0000,181.0000
5,1,3.7888,-0.9958,7.7481,822.4690,1.6743,0.8657,1.0000,181.0000
