battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL
5,2,4.1226,-0.0006,43.4152,0.0000,1.6975,1.0000,1.0000,94.0000
5,2,4.1228,-0.0003,43.4063,9.3590,1.6975,1.0000,1.0000,94.0000
5,2,3.8045,-4.0242,43.4430,19.4530,1.6975,0.9934,1.0000,94.0000
5,2,3.7793,-4.0212,43.5590,28.7810,1.6975,0.9872,1.0000,94.0000
5,2,3.7589,-4.0222,43.7216,38.1560,1.6975,0.9810,1.0000,94.0000
5,2,3.7414,-4.0223,43.8862,47.5160,1.6975,0.9749,1.0000,94.0000
5,2,3.7261,-4.0220,44.0629,56.8440,1.6975,0.9687,1.0000,94.0000
5,2,3.7122,-4.0244,44.2660,66.2190,1.6975,0.9626,1.0000,94.0000
5,2,3.6993,-4.0215,44.4766,75.5310,1.6975,0.9564,1.0000,94.0000
5,2,3.6872,-4.0221,44.6349,84.8440,1.6975,0.9503,1.0000,94.0000
5,2,3.6759,-4.0237,44.8525,94.1410,1.6975,0.9442,1.0000,94.0000
5,2,3.6650,-4.0200,45.0347,103.5000,1.6975,0.9380,1.0000,94.0000
5,2,3.6549,-4.0231,45.2059,112.8590,1.6975,0.9319,1.0000,94.0000
5,2,3.6455,-4.0244,45.4260,122.2810,1.6975,0.9257,1.0000,94.0000
5,2,3.6370,-4.0233,45.6242,131.6250,1.6975,0.9195,1.0000,94.0000
5,2,3.6293,-4.0234,45.7527,141.0160,1.6975,0.9133,1.0000,94.0000
5,2,3.6222,-4.0223,45.9183,150.3750,1.6975,0.9072,1.0000,94.0000
5,2,3.6153,-4.0241,46.0846,159.6880,1.6975,0.9010,1.0000,94.0000
5,2,3.6089,-4.0230,46.2346,169.0470,1.6975,0.8949,1.0000,94.0000
5,2,3.6029,-4.0230,46.3798,178.3440,1.6975,0.8888,1.0000,94.0000
5,2,3.5972,-4.0223,46.4802,187.7030,1.6975,0.8826,1.0000,94.0000
5,2,3.5918,-4.0229,46.5896,197.0630,1.6975,0.8764,1.0000,94.0000
5,2,3.5867,-4.0232,46.7833,206.4060,1.6975,0.8703,1.0000,94.0000
5,2,3.5817,-4.0245,46.8725,215.7660,1.6975,0.8641,1.0000,94.0000
