battery_id,cycle_number,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,SOC,SOH,RUL_cycles
5,1,4.2237,0.0008,6.5249,0.0000,1.6580,1.0000,1.0000,181.0000
5,1,4.2237,-0.0001,6.5353,9.3600,1.6580,1.0000,1.0000,181.0000
5,1,4.0056,-1.0005,6.5669,23.2810,1.6580,0.9977,1.0000,181.0000
5,1,3.9856,-0.9933,6.6097,36.4060,1.6580,0.9955,1.0000,181.0000
5,1,3.9708,-0.9974,6.6655,49.6250,1.6580,0.9933,1.0000,181.0000
5,1,3.9588,-0.9956,6.6872,62.8130,1.6580,0.9911,1.0000,181.0000
5,1,3.9482,-0.9977,6.4363,75.8910,1.6580,0.9889,1.0000,181.0000
5,1,3.9386,-0.9959,6.1215,89.0310,1.6580,0.9867,1.0000,181.0000
5,1,3.9295,-0.9980,5.9066,102.1410,1.6580,0.9845,1.0000,181.0000
5,1,3.9212,-0.9975,5.7637,115.2970,1.6580,0.9823,1.0000,181.0000
5,1,3.9131,-0.9970,5.6230,128.4380,1.6580,0.9801,1.0000,181.0000
5,1,3.9058,-0.9963,5.5274,141.5780,1.6580,0.9779,1.0000,181.0000
5,1,3.8987,-0.9981,5.4378,154.7190,1.6580,0.9757,1.0000,181.0000
5,1,3.8919,-0.9958,5.3329,167.8130,1.6580,0.9735,1.0000,181.0000
5,1,3.8855,-0.9979,5.2262,180.9060,1.6580,0.9713,1.0000,181.0000
5,1,3.8792,-0.9956,5.2028,194.0000,1.6580,0.9692,1.0000,181.0000
5,1,3.8732,-0.9964,5.1147,207.1100,1.6580,0.9670,1.0000,181.0000
5,1,3.8676,-0.9983,4.9935,220.2190,1.6580,0.9648,1.0000,181.0000
5,1,3.8620,-0.9976,4.9565,233.3130,1.6580,0.9626,1.0000,181.0000
5,1,3.8565,-0.9965,4.8332,246.4220,1.6580,0.9604,1.0000,181.0000
5,1,3.8513,-0.9976,4.8291,259.5470,1.6580,0.9582,1.0000,181.0000
5,1,3.8465,-0.9966,5.1007,272.6250,1.6580,0.9560,1.0000,181.0000
5,1,3.8421,-0.9966,5.3244,285.7500,1.6580,0.9538,1.0000,181.0000
5,1,3.8382,-0.9944,5.4874,298.8600,1.6580,0.9517,1.0000,181.0000
5,1,3.8344,-0.9957,5.6381,311.9530,1.6580,0.9495,1.0000,181.0000
5,1,3.8310,-0.9967,5.8112,325.0940,1.6580,0.9473,1.0000,181.0000
5,1,3.8280,-0.9961,5.8933,338.1720,1.6580,0.9451,1.0000,181.0000
5,1,3.8249,-0.9966,5.9786,351.2350,1.6580,0.9429,1.0000,181.0000
5,1,3.8223,-0.9954,6.0492,364.3130,1.6580,0.9407,1.0000,181.0000
5,1,3.8197,-0.9959,6.1019,377.4060,1.6580,0.9385,1.0000,181.0000
5,1,3.8173,-0.9977,6.1846,390.5160,1.6580,0.9364,1.0000,181.0000
5,1,3.8147,-0.9966,6.2546,403.6100,1.6580,0.9342,1.0000,181.0000
5,1,3.8125,-0.9969,6.3205,416.6880,1.6580,0.9320,1.0000,181.0000
5,1,3.8103,-0.9957,6.3859,429.7500,1.6580,0.9298,1.0000,181.0000
5,1,3.8082,-0.9962,6.4495,442.8750,1.6580,0.9276,1.0000,181.0000
5,1,3.8061,-0.9953,6.4961,455.9220,1.6580,0.9254,1.0000,181.0000
5,1,3.8042,-0.9962,6.5744,469.0310,1.6580,0.9232,1.0000,181.0000
5,1,3.8023,-0.9968,6.6355,482.1100,1.6580,0.9211,1.0000,181.0000
5,1,3.8001,-0.9966,6.7009,495.2350,1.6580,0.9189,1.0000,181.0000
5,1,3.7984,-0.9970,6.7367,508.3130,1.6580,0.9167,1.0000,181.0000
5,1,3.7966,-0.9965,6.7959,521.3910,1.6580,0.9145,1.0000,181.0000
5,1,3.7945,-0.9990,6.8446,534.4690,1.6580,0.9123,1.0000,181.0000
5,1,3.7928,-0.9969,6.9095,547.5780,1.6580,0.9101,1.0000,181.0000
5,1,3.7910,-0.9984,6.9700,560.6410,1.6580,0.9079,1.0000,181.0000
5,1,3.7890,-0.9993,6.9961,573.7190,1.6580,0.9058,1.0000,181.0000
5,1,3.7873,-0.9965,7.0250,586.8130,1.6580,0.9036,1.0000,181.0000
5,1,3.7853,-0.9966,7.1018,599.9690,1.6580,0.9014,1.0000,181.0000
5,1,3.7835,-0.9966,7.1643,613.0780,1.6580,0.8992,1.0000,181.0000
5,1,3.7818,-0.9977,7.1930,626.1410,1.6580,0.8970,1.0000,181.0000
5,1,3.7799,-0.9963,7.2333,639.2500,1.6580,0.8948,1.0000,181.0000
5,1,3.7781,-0.9985,7.2691,652.3600,1.6580,0.8926,1.0000,181.0000
5,1,3.7762,-0.9963,7.3175,665.4530,1.6580,0.8904,1.0000,181.0000
5,1,3.7743,-0.9963,7.3803,678.4690,1.6580,0.8883,1.0000,181.0000
5,1,3.7724,-0.9979,7.4237,691.5940,1.6580,0.8861,1.0000,181.0000
5,1,3.7707,-0.9952,7.4583,704.7190,1.6580,0.8839,1.0000,181.0000
5,1,3.7686,-0.9964,7.4969,717.8130,1.6580,0.8817,1.0000,181.0000
5,1,3.7669,-0.9976,7.5389,730.9060,1.6580,0.8795,1.0000,181.0000
5,1,3.7650,-0.9964,7.5845,744.0000,1.6580,0.8773,1.0000,181.0000
5,1,3.7629,-0.9965,7.6008,757.1560,1.6580,0.8751,1.0000,181.0000
5,1,3.7610,-0.9971,7.6387,770.2350,1.6580,0.8729,1.0000,181.0000
5,1,3.7590,-0.9957,7.6679,783.2810,1.6580,0.8708,1.0000,181.0000
5,1,3.7572,-0.9973,7.7298,796.3440,1.6580,0.8686,1.0000,181.0000
5,1,3.7552,-0.9964,7.7543,809.4060,1.6580,0.8664,1.0000,181.0000
5,1,3.7532,-0.9965,7.7697,822.4690,1.6580,0.8642,1.0000,181.0000
5,1,3.7514,-0.9973,7.8269,835.6100,1.6580,0.8620,1.0000,181.0000
5,1,3.7493,-0.9973,7.8356,848.7190,1.6580,0.8598,1.0000,181.0000
5,1,3.7474,-0.9968,7.8704,861.8280,1.6580,0.8576,1.0000,181.0000
5,1,3.7452,-0.9976,7.8883,874.8910,1.6580,0.8555,1.0000,181.0000
5,1,3.7434,-0.9973,7.9090,887.9690,1.6580,0.8533,1.0000,181.0000
5,1,3.7412,-0.9974,7.9474,901.0630,1.6580,0.8511,1.0000,181.0000
5,1,3.7393,-0.9975,7.9683,914.1560,1.6580,0.8489,1.0000,181.0000
5,1,3.7373,-0.9957,7.9706,927.2810,1.6580,0.8467,1.0000,181.0000
5,1,3.7352,-0.9954,8.0159,940.3910,1.6580,0.8445,1.0000,181.0000
5,1,3.7333,-0.9938,8.0378,953.5470,1.6580,0.8423,1.0000,181.0000
5,1,3.7313,-0.9961,8.0607,966.5940,1.6580,0.8401,1.0000,181.0000
5,1,3.7294,-0.9962,8.0996,979.6560,1.6580,0.8380,1.0000,181.0000
5,1,3.7272,-0.9969,8.1090,992.7190,1.6580,0.8358,1.0000,181.0000
5,1,3.7254,-0.9961,8.1367,1005.8280,1.6580,0.8336,1.0000,181.0000
5,1,3.7234,-0.9977,8.1485,1018.9530,1.6580,0.8314,1.0000,181.0000
5,1,3.7216,-0.9965,8.1602,1032.0160,1.6580,0.8292,1.0000,181.0000
5,1,3.7196,-0.9974,8.1821,1045.0780,1.6580,0.8270,1.0000,181.0000
5,1,3.7176,-0.9965,8.2047,1058.1880,1.6580,0.8249,1.0000,181.0000
5,1,3.7157,-0.9967,8.2160,1071.3130,1.6580,0.8227,1.0000,181.0000
5,1,3.7139,-0.9984,8.2510,1084.4060,1.6580,0.8205,1.0000,181.0000
5,1,3.7121,-0.9970,8.2574,1097.5630,1.6580,0.8183,1.0000,181.0000
5,1,3.7101,-0.9983,8.2941,1110.6250,1.6580,0.8161,1.0000,181.0000
5,1,3.7083,-0.9950,8.3041,1123.7030,1.6580,0.8139,1.0000,181.0000
5,1,3.7065,-0.9975,8.3191,1136.7810,1.6580,0.8117,1.0000,181.0000
5,1,3.7048,-0.9958,8.3485,1149.8750,1.6580,0.8095,1.0000,181.0000
5,1,3.7030,-0.9961,8.3526,1162.9850,1.6580,0.8074,1.0000,181.0000
5,1,3.7013,-0.9973,8.3792,1176.0470,1.6580,0.8052,1.0000,181.0000
5,1,3.6995,-0.9982,8.3804,1189.1560,1.6580,0.8030,1.0000,181.0000
5,1,3.6976,-0.9965,8.4074,1202.2350,1.6580,0.8008,1.0000,181.0000
5,1,3.6959,-0.9968,8.4123,1215.3280,1.6580,0.7986,1.0000,181.0000
