cycle,ambient_temperature,capacity,mean_current,mean_temperature,mean_time,SOH,RUL
4,24,1.847011162956716,-1.0680263652396946,33.13281956573637,3223.2038081123246,1.0,74
6,24,1.8485654344528386,-1.0683949803553137,32.848310333012144,3224.663667189953,1.0008415062817673,72
8,24,1.847111177186175,-1.071886802134967,33.07297579198606,3210.9860966719493,1.0000541492284751,70
10,24,1.8489837601535537,-1.069881568315977,33.12836651135456,3202.7039648,1.0010679941932132,68
12,24,1.8370120718560439,-1.0696478002906964,33.20066590827124,3200.7455491143314,0.9945863396490439,66
16,24,1.817549211247137,-1.0609975004031984,32.8030291471027,3172.4639247135847,0.9840488502178752,62
20,24,1.839863822522073,-1.0700556397664167,32.70663040910488,3204.3186590538335,0.9961303209325484,58
23,24,1.8430595619731431,-1.0673189298080559,32.88774741633189,3198.337202635914,0.9978605429881392,55
25,24,1.8401871729536057,-1.0619524466901569,32.85054388832057,3192.1403134328357,0.9963053877854282,53
27,24,1.8281265632888257,-1.0617949104462787,33.21344988692114,3191.117333889817,0.9897755898574756,51
31,24,1.8253563336445804,-1.0616392954595641,32.54793058844526,3184.3642403361346,0.988275745297895,47
35,24,1.8214180552626154,-1.0590758191027096,32.95568065114475,3188.704451939292,0.9861435013456383,43
37,24,1.830315627968932,-1.0596169539874956,33.31259035127085,3182.136767402377,0.9909607828460237,41
39,24,1.8175491643824844,-1.0597552847363263,33.27639301328207,3178.5251333333335,0.9840488248446378,39
41,24,1.810901200296979,-1.059854592361014,33.13052620279671,3167.6003924268502,0.9804495157452477,37
43,24,1.8083032603084233,-1.0604451363745762,33.262538649813465,3161.6158492201043,0.979042951431691,35
47,24,1.7928016149381065,-1.061164896269225,33.455906862521594,3111.4862035398232,0.970650124316612,31
51,24,1.812563150045885,-1.0644657893096274,33.359161719231366,3155.685799642218,0.9813493206745506,27
53,24,1.807772607491239,-1.0636693462251967,33.19907517017467,3148.934511463845,0.9787556479070416,25
55,24,1.8048055175003972,-1.063944284256531,33.10915637159371,3143.065518650089,0.9771492201548172,23
57,24,1.800538555899242,-1.0644931821377202,32.8730319628199,3134.121946332737,0.9748390220971485,21
59,24,1.7942356098033032,-1.0611486398597036,32.8903015920882,3133.405335727109,0.9714265109968642,19
66,24,1.807409052434889,-1.057828326267502,32.07013291213046,3146.5781549549547,0.9785588136573946,12
68,24,1.7902504816962075,-1.0619681305424282,32.18349666127279,3125.0105081967217,0.9692689018892309,10
70,24,1.7961223845359495,-1.0623591353414312,32.133961271398654,3112.947055045872,0.9724480395996615,8
72,24,1.7912236690350776,-1.0638074812423732,32.19734869129393,3103.3069260628463,0.969795800350046,6
74,24,1.7854822365303245,-1.0603658561835867,32.128660226085096,3103.7008738404456,0.966687301267906,4
78,24,1.7677890780323617,-1.0606190479243294,32.16680073898097,3070.988035781544,0.9571079555374561,0
