battery_id,mat_cycle,discharge_cycle,Voltage,Current,Temperature,Time,Capacity,SOC,SOH,RUL
56,2,1,4.087,-0.003,43.265,0.000,1.705,1.000,1.000,40.000
56,2,1,4.087,-0.000,43.257,9.359,1.705,1.000,1.000,40.000
56,2,1,3.719,-3.991,43.312,19.453,1.705,0.993,1.000,40.000
56,2,1,3.695,-3.989,43.446,28.781,1.705,0.987,1.000,40.000
56,2,1,3.676,-3.989,43.612,38.156,1.705,0.981,1.000,40.000
56,2,1,3.660,-3.990,43.798,47.516,1.705,0.975,1.000,40.000
56,2,1,3.646,-3.991,44.028,56.844,1.705,0.969,1.000,40.000
56,2,1,3.632,-3.988,44.279,66.219,1.705,0.963,1.000,40.000
56,2,1,3.619,-3.988,44.505,75.531,1.705,0.957,1.000,40.000
56,2,1,3.608,-3.990,44.719,84.844,1.705,0.951,1.000,40.000
56,2,1,3.597,-3.989,44.947,94.141,1.705,0.945,1.000,40.000
56,2,1,3.587,-3.989,45.114,103.500,1.705,0.939,1.000,40.000
56,2,1,3.578,-3.987,45.289,112.859,1.705,0.933,1.000,40.000
56,2,1,3.570,-3.990,45.529,122.281,1.705,0.927,1.000,40.000
56,2,1,3.562,-3.987,45.721,131.625,1.705,0.920,1.000,40.000
56,2,1,3.556,-3.989,45.844,141.016,1.705,0.914,1.000,40.000
56,2,1,3.549,-3.986,46.015,150.375,1.705,0.908,1.000,40.000
56,2,1,3.542,-3.987,46.155,159.688,1.705,0.902,1.000,40.000
56,2,1,3.537,-3.989,46.304,169.047,1.705,0.896,1.000,40.000
56,2,1,3.531,-3.987,46.473,178.344,1.705,0.890,1.000,40.000
56,2,1,3.525,-3.988,46.579,187.703,1.705,0.884,1.000,40.000
56,2,1,3.519,-3.990,46.695,197.063,1.705,0.878,1.000,40.000
56,2,1,3.514,-3.993,46.873,206.406,1.705,0.872,1.000,40.000
56,2,1,3.509,-3.987,46.967,215.766,1.705,0.866,1.000,40.000
56,2,1,3.504,-3.991,47.053,225.109,1.705,0.860,1.000,40.000
56,2,1,3.499,-3.989,47.247,234.453,1.705,0.854,1.000,40.000
56,2,1,3.494,-3.989,47.391,243.844,1.705,0.848,1.000,40.000
56,2,1,3.490,-3.989,47.444,253.203,1.705,0.842,1.000,40.000
56,2,1,3.485,-3.990,47.568,262.547,1.705,0.835,1.000,40.000
56,2,1,3.481,-3.990,47.763,271.875,1.705,0.829,1.000,40.000
56,2,1,3.477,-3.990,47.875,281.203,1.705,0.823,1.000,40.000
56,2,1,3.472,-3.990,47.934,290.516,1.705,0.817,1.000,40.000
56,2,1,3.468,-3.989,48.108,299.844,1.705,0.811,1.000,40.000
56,2,1,3.464,-3.990,48.248,309.141,1.705,0.805,1.000,40.000
56,2,1,3.460,-3.989,48.303,318.438,1.705,0.799,1.000,40.000
56,2,1,3.456,-3.989,48.409,327.813,1.705,0.793,1.000,40.000
56,2,1,3.452,-3.988,48.517,337.172,1.705,0.787,1.000,40.000
56,2,1,3.448,-3.991,48.676,346.531,1.705,0.781,1.000,40.000
56,2,1,3.444,-3.990,48.725,355.875,1.705,0.775,1.000,40.000
56,2,1,3.441,-3.988,48.824,365.156,1.705,0.769,1.000,40.000
56,2,1,3.437,-3.990,48.963,374.453,1.705,0.763,1.000,40.000
56,2,1,3.433,-3.988,49.033,383.828,1.705,0.757,1.000,40.000
56,2,1,3.429,-3.992,49.132,393.172,1.705,0.750,1.000,40.000
56,2,1,3.426,-3.988,49.185,402.609,1.705,0.744,1.000,40.000
56,2,1,3.422,-3.990,49.313,411.938,1.705,0.738,1.000,40.000
56,2,1,3.418,-3.987,49.445,421.250,1.705,0.732,1.000,40.000
56,2,1,3.415,-3.989,49.453,430.547,1.705,0.726,1.000,40.000
56,2,1,3.411,-3.989,49.616,439.859,1.705,0.720,1.000,40.000
56,2,1,3.408,-3.990,49.722,449.234,1.705,0.714,1.000,40.000
56,2,1,3.405,-3.988,49.777,458.625,1.705,0.708,1.000,40.000
56,2,1,3.401,-3.991,49.861,467.969,1.705,0.702,1.000,40.000
56,2,1,3.398,-3.989,50.017,477.313,1.705,0.696,1.000,40.000
56,2,1,3.394,-3.989,50.081,486.688,1.705,0.690,1.000,40.000
56,2,1,3.391,-3.989,50.174,496.063,1.705,0.684,1.000,40.000
56,2,1,3.388,-3.989,50.308,505.359,1.705,0.678,1.000,40.000
56,2,1,3.384,-3.989,50.349,514.703,1.705,0.671,1.000,40.000
56,2,1,3.381,-3.990,50.492,524.031,1.705,0.665,1.000,40.000
56,2,1,3.378,-3.989,50.574,533.359,1.705,0.659,1.000,40.000
56,2,1,3.375,-3.989,50.624,542.750,1.705,0.653,1.000,40.000
56,2,1,3.372,-3.989,50.727,552.109,1.705,0.647,1.000,40.000
56,2,1,3.369,-3.990,50.856,561.500,1.705,0.641,1.000,40.000
56,2,1,3.365,-3.989,50.928,570.844,1.705,0.635,1.000,40.000
56,2,1,3.362,-3.989,51.016,580.156,1.705,0.629,1.000,40.000
56,2,1,3.360,-3.989,51.126,589.469,1.705,0.623,1.000,40.000
56,2,1,3.357,-3.990,51.206,598.781,1.705,0.617,1.000,40.000
56,2,1,3.354,-3.989,51.255,608.094,1.705,0.611,1.000,40.000
56,2,1,3.351,-3.989,51.301,617.484,1.705,0.605,1.000,40.000
56,2,1,3.348,-3.989,51.456,626.891,1.705,0.599,1.000,40.000
56,2,1,3.346,-3.991,51.532,636.219,1.705,0.593,1.000,40.000
56,2,1,3.343,-3.990,51.629,645.594,1.705,0.587,1.000,40.000
56,2,1,3.341,-3.989,51.654,654.938,1.705,0.580,1.000,40.000
56,2,1,3.338,-3.988,51.721,664.250,1.705,0.574,1.000,40.000
56,2,1,3.336,-3.989,51.858,673.625,1.705,0.568,1.000,40.000
56,2,1,3.333,-3.987,51.932,682.938,1.705,0.562,1.000,40.000
56,2,1,3.331,-3.991,52.037,692.250,1.705,0.556,1.000,40.000
56,2,1,3.329,-3.990,52.070,701.625,1.705,0.550,1.000,40.000
56,2,1,3.326,-3.991,52.164,711.016,1.705,0.544,1.000,40.000
56,2,1,3.324,-3.990,52.249,720.328,1.705,0.538,1.000,40.000
56,2,1,3.322,-3.991,52.294,729.719,1.705,0.532,1.000,40.000
56,2,1,3.320,-3.989,52.374,739.078,1.705,0.526,1.000,40.000
56,2,1,3.317,-3.990,52.455,748.469,1.705,0.520,1.000,40.000
56,2,1,3.315,-3.989,52.463,757.813,1.705,0.513,1.000,40.000
56,2,1,3.313,-3.989,52.542,767.219,1.705,0.507,1.000,40.000
56,2,1,3.311,-3.988,52.621,776.547,1.705,0.501,1.000,40.000
56,2,1,3.309,-3.990,52.665,785.891,1.705,0.495,1.000,40.000
56,2,1,3.307,-3.988,52.700,795.313,1.705,0.489,1.000,40.000
56,2,1,3.305,-3.990,52.719,804.625,1.705,0.483,1.000,40.000
56,2,1,3.303,-3.988,52.885,813.922,1.705,0.477,1.000,40.000
56,2,1,3.301,-3.989,52.958,823.250,1.705,0.471,1.000,40.000
56,2,1,3.299,-3.990,53.032,832.594,1.705,0.465,1.000,40.000
56,2,1,3.297,-3.989,53.141,841.953,1.705,0.459,1.000,40.000
56,2,1,3.295,-3.989,53.186,851.313,1.705,0.453,1.000,40.000
56,2,1,3.293,-3.991,53.163,860.688,1.705,0.447,1.000,40.000
56,2,1,3.291,-3.989,53.259,870.016,1.705,0.441,1.000,40.000
56,2,1,3.289,-3.987,53.393,879.359,1.705,0.434,1.000,40.000
56,2,1,3.287,-3.991,53.409,888.688,1.705,0.428,1.000,40.000
56,2,1,3.284,-3.990,53.462,898.000,1.705,0.422,1.000,40.000
56,2,1,3.282,-3.991,53.537,907.422,1.705,0.416,1.000,40.000
56,2,1,3.280,-3.990,53.514,916.734,1.705,0.410,1.000,40.000
56,2,1,3.278,-3.990,53.650,926.063,1.705,0.404,1.000,40.000
56,2,1,3.276,-3.990,53.738,935.453,1.705,0.398,1.000,40.000
56,2,1,3.273,-3.990,53.686,944.797,1.705,0.392,1.000,40.000
56,2,1,3.271,-3.990,53.767,954.109,1.705,0.386,1.000,40.000
56,2,1,3.269,-3.991,53.815,963.453,1.705,0.380,1.000,40.000
56,2,1,3.267,-3.990,53.936,972.781,1.705,0.374,1.000,40.000
56,2,1,3.264,-3.989,54.032,982.094,1.705,0.368,1.000,40.000
56,2,1,3.262,-3.989,54.120,991.500,1.705,0.362,1.000,40.000
