battery_id,mat_cycle,discharge_cycle,Voltage,Current,Temperature,Time,Capacity,SOC,SOH,RUL
56,2,1,4.121,0.000,43.151,0.000,1.656,1.000,1.000,40.000
56,2,1,4.121,0.002,43.152,9.359,1.656,1.000,1.000,40.000
56,2,1,3.786,-4.023,43.179,19.453,1.656,0.993,1.000,40.000
56,2,1,3.761,-4.026,43.296,28.781,1.656,0.987,1.000,40.000
56,2,1,3.740,-4.023,43.451,38.156,1.656,0.981,1.000,40.000
56,2,1,3.723,-4.024,43.615,47.516,1.656,0.974,1.000,40.000
56,2,1,3.708,-4.024,43.784,56.844,1.656,0.968,1.000,40.000
56,2,1,3.694,-4.024,44.016,66.219,1.656,0.962,1.000,40.000
56,2,1,3.681,-4.023,44.217,75.531,1.656,0.955,1.000,40.000
56,2,1,3.669,-4.023,44.389,84.844,1.656,0.949,1.000,40.000
56,2,1,3.657,-4.023,44.620,94.141,1.656,0.943,1.000,40.000
56,2,1,3.646,-4.023,44.806,103.500,1.656,0.936,1.000,40.000
56,2,1,3.636,-4.024,44.992,112.859,1.656,0.930,1.000,40.000
56,2,1,3.627,-4.025,45.220,122.281,1.656,0.924,1.000,40.000
56,2,1,3.618,-4.023,45.433,131.625,1.656,0.917,1.000,40.000
56,2,1,3.610,-4.025,45.568,141.016,1.656,0.911,1.000,40.000
56,2,1,3.603,-4.025,45.728,150.375,1.656,0.905,1.000,40.000
56,2,1,3.596,-4.022,45.920,159.688,1.656,0.898,1.000,40.000
56,2,1,3.589,-4.023,46.053,169.047,1.656,0.892,1.000,40.000
56,2,1,3.583,-4.023,46.231,178.344,1.656,0.886,1.000,40.000
56,2,1,3.577,-4.023,46.344,187.703,1.656,0.880,1.000,40.000
56,2,1,3.572,-4.023,46.467,197.063,1.656,0.873,1.000,40.000
56,2,1,3.566,-4.023,46.662,206.406,1.656,0.867,1.000,40.000
56,2,1,3.561,-4.023,46.778,215.766,1.656,0.861,1.000,40.000
56,2,1,3.557,-4.024,46.889,225.109,1.656,0.854,1.000,40.000
56,2,1,3.552,-4.025,47.001,234.453,1.656,0.848,1.000,40.000
56,2,1,3.547,-4.025,47.157,243.844,1.656,0.842,1.000,40.000
56,2,1,3.543,-4.025,47.252,253.203,1.656,0.835,1.000,40.000
56,2,1,3.539,-4.023,47.399,262.547,1.656,0.829,1.000,40.000
56,2,1,3.534,-4.024,47.564,271.875,1.656,0.823,1.000,40.000
56,2,1,3.530,-4.024,47.672,281.203,1.656,0.817,1.000,40.000
56,2,1,3.527,-4.023,47.756,290.516,1.656,0.810,1.000,40.000
56,2,1,3.523,-4.025,47.941,299.844,1.656,0.804,1.000,40.000
56,2,1,3.519,-4.023,48.094,309.141,1.656,0.798,1.000,40.000
56,2,1,3.515,-4.024,48.146,318.438,1.656,0.791,1.000,40.000
56,2,1,3.511,-4.025,48.284,327.813,1.656,0.785,1.000,40.000
56,2,1,3.508,-4.023,48.440,337.172,1.656,0.779,1.000,40.000
56,2,1,3.504,-4.024,48.504,346.531,1.656,0.772,1.000,40.000
56,2,1,3.500,-4.024,48.607,355.875,1.656,0.766,1.000,40.000
56,2,1,3.497,-4.024,48.749,365.156,1.656,0.760,1.000,40.000
56,2,1,3.493,-4.022,48.829,374.453,1.656,0.754,1.000,40.000
56,2,1,3.490,-4.024,48.997,383.828,1.656,0.747,1.000,40.000
56,2,1,3.486,-4.024,49.094,393.172,1.656,0.741,1.000,40.000
56,2,1,3.482,-4.023,49.153,402.609,1.656,0.735,1.000,40.000
56,2,1,3.479,-4.024,49.294,411.938,1.656,0.728,1.000,40.000
56,2,1,3.475,-4.025,49.389,421.250,1.656,0.722,1.000,40.000
56,2,1,3.472,-4.024,49.444,430.547,1.656,0.716,1.000,40.000
56,2,1,3.469,-4.023,49.552,439.859,1.656,0.710,1.000,40.000
56,2,1,3.465,-4.025,49.659,449.234,1.656,0.703,1.000,40.000
56,2,1,3.462,-4.024,49.757,458.625,1.656,0.697,1.000,40.000
56,2,1,3.458,-4.025,49.875,467.969,1.656,0.691,1.000,40.000
56,2,1,3.455,-4.025,49.977,477.313,1.656,0.684,1.000,40.000
56,2,1,3.452,-4.024,50.083,486.688,1.656,0.678,1.000,40.000
56,2,1,3.449,-4.024,50.177,496.063,1.656,0.671,1.000,40.000
56,2,1,3.445,-4.024,50.262,505.359,1.656,0.665,1.000,40.000
56,2,1,3.442,-4.024,50.357,514.703,1.656,0.659,1.000,40.000
56,2,1,3.439,-4.024,50.455,524.031,1.656,0.653,1.000,40.000
56,2,1,3.436,-4.024,50.551,533.359,1.656,0.646,1.000,40.000
56,2,1,3.432,-4.025,50.612,542.750,1.656,0.640,1.000,40.000
56,2,1,3.429,-4.025,50.719,552.109,1.656,0.634,1.000,40.000
56,2,1,3.426,-4.024,50.823,561.500,1.656,0.627,1.000,40.000
56,2,1,3.423,-4.025,50.844,570.844,1.656,0.621,1.000,40.000
56,2,1,3.420,-4.024,50.970,580.156,1.656,0.615,1.000,40.000
56,2,1,3.417,-4.023,51.095,589.469,1.656,0.609,1.000,40.000
56,2,1,3.415,-4.025,51.272,598.781,1.656,0.602,1.000,40.000
56,2,1,3.412,-4.025,51.303,608.094,1.656,0.596,1.000,40.000
56,2,1,3.409,-4.024,51.416,617.484,1.656,0.590,1.000,40.000
56,2,1,3.406,-4.026,51.505,626.891,1.656,0.583,1.000,40.000
56,2,1,3.404,-4.024,51.584,636.219,1.656,0.577,1.000,40.000
56,2,1,3.401,-4.024,51.625,645.594,1.656,0.571,1.000,40.000
56,2,1,3.399,-4.024,51.771,654.938,1.656,0.564,1.000,40.000
56,2,1,3.396,-4.025,51.805,664.250,1.656,0.558,1.000,40.000
56,2,1,3.394,-4.024,51.936,673.625,1.656,0.552,1.000,40.000
56,2,1,3.392,-4.025,52.035,682.938,1.656,0.545,1.000,40.000
56,2,1,3.389,-4.024,52.125,692.250,1.656,0.539,1.000,40.000
56,2,1,3.387,-4.024,52.172,701.625,1.656,0.533,1.000,40.000
56,2,1,3.384,-4.024,52.232,711.016,1.656,0.526,1.000,40.000
56,2,1,3.382,-4.025,52.290,720.328,1.656,0.520,1.000,40.000
56,2,1,3.380,-4.025,52.399,729.719,1.656,0.514,1.000,40.000
56,2,1,3.378,-4.024,52.416,739.078,1.656,0.507,1.000,40.000
56,2,1,3.375,-4.024,52.525,748.469,1.656,0.501,1.000,40.000
56,2,1,3.373,-4.023,52.688,757.813,1.656,0.495,1.000,40.000
56,2,1,3.371,-4.024,52.672,767.219,1.656,0.488,1.000,40.000
56,2,1,3.369,-4.026,52.776,776.547,1.656,0.482,1.000,40.000
56,2,1,3.367,-4.025,52.846,785.891,1.656,0.476,1.000,40.000
56,2,1,3.364,-4.024,52.888,795.313,1.656,0.469,1.000,40.000
56,2,1,3.362,-4.024,52.949,804.625,1.656,0.463,1.000,40.000
56,2,1,3.360,-4.024,53.083,813.922,1.656,0.457,1.000,40.000
56,2,1,3.358,-4.024,53.099,823.250,1.656,0.451,1.000,40.000
56,2,1,3.356,-4.024,53.171,832.594,1.656,0.444,1.000,40.000
56,2,1,3.353,-4.024,53.278,841.953,1.656,0.438,1.000,40.000
56,2,1,3.351,-4.024,53.301,851.313,1.656,0.432,1.000,40.000
56,2,1,3.349,-4.022,53.362,860.688,1.656,0.425,1.000,40.000
56,2,1,3.347,-4.023,53.435,870.016,1.656,0.419,1.000,40.000
56,2,1,3.344,-4.023,53.521,879.359,1.656,0.413,1.000,40.000
56,2,1,3.342,-4.023,53.640,888.688,1.656,0.406,1.000,40.000
56,2,1,3.340,-4.025,53.701,898.000,1.656,0.400,1.000,40.000
56,2,1,3.337,-4.025,53.726,907.422,1.656,0.394,1.000,40.000
56,2,1,3.335,-4.024,53.758,916.734,1.656,0.388,1.000,40.000
56,2,1,3.333,-4.024,53.924,926.063,1.656,0.381,1.000,40.000
56,2,1,3.330,-4.024,54.017,935.453,1.656,0.375,1.000,40.000
56,2,1,3.328,-4.024,54.079,944.797,1.656,0.369,1.000,40.000
56,2,1,3.326,-4.024,54.143,954.109,1.656,0.362,1.000,40.000
56,2,1,3.323,-4.024,54.139,963.453,1.656,0.356,1.000,40.000
56,2,1,3.321,-4.024,54.233,972.781,1.656,0.350,1.000,40.000
56,2,1,3.318,-4.024,54.294,982.094,1.656,0.344,1.000,40.000
56,2,1,3.316,-4.024,54.358,991.500,1.656,0.337,1.000,40.000
56,2,1,3.313,-4.024,54.333,1000.828,1.656,0.331,1.000,40.000
56,2,1,3.311,-4.024,54.508,1010.172,1.656,0.325,1.000,40.000
56,2,1,3.308,-4.023,54.656,1019.484,1.656,0.318,1.000,40.000
56,2,1,3.305,-4.023,54.579,1028.813,1.656,0.312,1.000,40.000
56,2,1,3.303,-4.024,54.707,1038.172,1.656,0.306,1.000,40.000
56,2,1,3.300,-4.025,54.786,1047.531,1.656,0.299,1.000,40.000
56,2,1,3.297,-4.024,54.890,1056.875,1.656,0.293,1.000,40.000
56,2,1,3.294,-4.025,54.995,1066.266,1.656,0.287,1.000,40.000
56,2,1,3.291,-4.023,55.010,1075.609,1.656,0.280,1.000,40.000
56,2,1,3.288,-4.024,55.006,1084.969,1.656,0.274,1.000,40.000
56,2,1,3.285,-4.025,55.112,1094.391,1.656,0.268,1.000,40.000
56,2,1,3.282,-4.024,55.288,1103.688,1.656,0.261,1.000,40.000
56,2,1,3.279,-4.025,55.319,1112.984,1.656,0.255,1.000,40.000
56,2,1,3.276,-4.024,55.403,1122.328,1.656,0.249,1.000,40.000
56,2,1,3.272,-4.024,55.512,1131.641,1.656,0.242,1.000,40.000
56,2,1,3.269,-4.025,55.515,1141.031,1.656,0.236,1.000,40.000
56,2,1,3.266,-4.024,55.562,1150.406,1.656,0.230,1.000,40.000
56,2,1,3.263,-4.025,55.666,1159.734,1.656,0.224,1.000,40.000
56,2,1,3.259,-4.024,55.673,1169.047,1.656,0.217,1.000,40.000
56,2,1,3.256,-4.023,55.844,1178.406,1.656,0.211,1.000,40.000
56,2,1,3.252,-4.023,55.954,1187.703,1.656,0.205,1.000,40.000
56,2,1,3.248,-4.022,56.073,1197.063,1.656,0.198,1.000,40.000
56,2,1,3.245,-4.023,56.184,1206.391,1.656,0.192,1.000,40.000
56,2,1,3.241,-4.023,56.239,1215.750,1.656,0.186,1.000,40.000
56,2,1,3.237,-4.024,56.325,1225.141,1.656,0.179,1.000,40.000
56,2,1,3.233,-4.025,56.454,1234.531,1.656,0.173,1.000,40.000
56,2,1,3.228,-4.024,56.555,1243.875,1.656,0.167,1.000,40.000
56,2,1,3.224,-4.024,56.561,1253.297,1.656,0.160,1.000,40.000
56,2,1,3.219,-4.024,56.804,1262.641,1.656,0.154,1.000,40.000
56,2,1,3.215,-4.025,56.767,1271.922,1.656,0.148,1.000,40.000
56,2,1,3.209,-4.024,56.836,1281.203,1.656,0.142,1.000,40.000
56,2,1,3.204,-4.024,56.994,1290.578,1.656,0.135,1.000,40.000
56,2,1,3.198,-4.023,57.073,1299.922,1.656,0.129,1.000,40.000
56,2,1,3.192,-4.025,57.101,1309.281,1.656,0.123,1.000,40.000
56,2,1,3.186,-4.024,57.367,1318.641,1.656,0.116,1.000,40.000
56,2,1,3.179,-4.023,57.401,1327.953,1.656,0.110,1.000,40.000
56,2,1,3.171,-4.024,57.453,1337.313,1.656,0.104,1.000,40.000
56,2,1,3.162,-4.024,57.596,1346.625,1.656,0.097,1.000,40.000
56,2,1,3.153,-4.023,57.781,1355.938,1.656,0.091,1.000,40.000
56,2,1,3.142,-4.024,57.836,1365.297,1.656,0.085,1.000,40.000
56,2,1,3.130,-4.021,57.911,1374.672,1.656,0.079,1.000,40.000
56,2,1,3.116,-4.025,57.982,1384.047,1.656,0.072,1.000,40.000
56,2,1,3.101,-4.023,58.159,1393.438,1.656,0.066,1.000,40.000
56,2,1,3.084,-4.023,58.273,1402.781,1.656,0.059,1.000,40.000
56,2,1,3.064,-4.023,58.406,1412.063,1.656,0.053,1.000,40.000
56,2,1,3.042,-4.025,58.499,1421.438,1.656,0.047,1.000,40.000
56,2,1,3.016,-4.024,58.673,1430.734,1.656,0.041,1.000,40.000
56,2,1,2.987,-4.024,58.828,1440.063,1.656,0.034,1.000,40.000
56,2,1,2.954,-4.024,58.932,1449.375,1.656,0.028,1.000,40.000
56,2,1,2.917,-4.025,59.275,1458.719,1.656,0.022,1.000,40.000
56,2,1,2.874,-4.023,59.297,1468.047,1.656,0.015,1.000,40.000
56,2,1,2.824,-4.024,59.480,1477.359,1.656,0.009,1.000,40.000
56,2,1,2.764,-4.023,59.716,1486.688,1.656,0.003,1.000,40.000
56,2,1,2.689,-4.023,59.766,1496.000,1.656,0.000,1.000,40.000
56,2,1,2.595,-4.023,60.034,1505.344,1.656,0.000,1.000,40.000
56,2,1,2.474,-4.022,60.203,1514.688,1.656,0.000,1.000,40.000
56,2,1,2.317,-4.021,60.537,1524.031,1.656,0.000,1.000,40.000
56,2,1,2.127,-4.021,60.786,1533.375,1.656,0.000,1.000,40.000
56,2,1,2.922,-0.004,61.114,1543.141,1.656,0.000,1.000,40.000
56,2,1,3.032,-0.003,61.089,1552.844,1.656,0.000,1.000,40.000
56,2,1,3.100,-0.003,60.921,1562.594,1.656,0.000,1.000,40.000
56,2,1,3.145,-0.003,60.568,1572.359,1.656,0.000,1.000,40.000
56,4,2,4.191,-0.002,44.544,0.000,1.782,1.000,1.000,40.000
56,4,2,4.192,-0.001,44.551,9.312,1.782,1.000,1.000,40.000
56,4,2,3.863,-4.024,44.586,19.469,1.782,0.994,1.000,40.000
56,4,2,3.839,-4.024,44.696,28.812,1.782,0.988,1.000,40.000
56,4,2,3.820,-4.025,44.834,38.203,1.782,0.982,1.000,40.000
56,4,2,3.803,-4.024,45.016,47.594,1.782,0.976,1.000,40.000
56,4,2,3.788,-4.024,45.215,56.953,1.782,0.970,1.000,40.000
56,4,2,3.774,-4.025,45.394,66.344,1.782,0.964,1.000,40.000
56,4,2,3.761,-4.024,45.578,75.812,1.782,0.958,1.000,40.000
56,4,2,3.750,-4.023,45.762,85.187,1.782,0.952,1.000,40.000
56,4,2,3.739,-4.025,45.974,94.562,1.782,0.947,1.000,40.000
56,4,2,3.729,-4.024,46.150,103.937,1.782,0.941,1.000,40.000
56,4,2,3.719,-4.025,46.346,113.359,1.782,0.935,1.000,40.000
56,4,2,3.710,-4.024,46.511,122.812,1.782,0.929,1.000,40.000
56,4,2,3.702,-4.024,46.694,132.234,1.782,0.923,1.000,40.000
56,4,2,3.693,-4.026,46.885,141.625,1.782,0.917,1.000,40.000
56,4,2,3.685,-4.024,47.092,151.047,1.782,0.911,1.000,40.000
56,4,2,3.677,-4.025,47.251,160.375,1.782,0.905,1.000,40.000
56,4,2,3.670,-4.024,47.425,169.750,1.782,0.899,1.000,40.000
56,4,2,3.662,-4.025,47.610,179.156,1.782,0.893,1.000,40.000
56,4,2,3.655,-4.024,47.807,188.625,1.782,0.887,1.000,40.000
56,4,2,3.648,-4.025,47.999,198.000,1.782,0.882,1.000,40.000
56,4,2,3.642,-4.025,48.148,207.375,1.782,0.876,1.000,40.000
56,4,2,3.635,-4.025,48.318,216.765,1.782,0.870,1.000,40.000
56,4,2,3.629,-4.026,48.446,226.234,1.782,0.864,1.000,40.000
56,4,2,3.624,-4.026,48.593,235.656,1.782,0.858,1.000,40.000
56,4,2,3.618,-4.024,48.756,245.187,1.782,0.852,1.000,40.000
56,4,2,3.612,-4.023,48.900,254.562,1.782,0.846,1.000,40.000
56,4,2,3.607,-4.024,49.020,263.969,1.782,0.840,1.000,40.000
56,4,2,3.602,-4.024,49.137,273.359,1.782,0.834,1.000,40.000
56,4,2,3.596,-4.026,49.224,282.828,1.782,0.828,1.000,40.000
56,4,2,3.591,-4.024,49.317,292.219,1.782,0.823,1.000,40.000
56,4,2,3.586,-4.024,49.491,301.578,1.782,0.817,1.000,40.000
56,4,2,3.582,-4.025,49.649,310.969,1.782,0.811,1.000,40.000
56,4,2,3.577,-4.026,49.726,320.359,1.782,0.805,1.000,40.000
56,4,2,3.572,-4.024,49.824,329.781,1.782,0.799,1.000,40.000
56,4,2,3.567,-4.024,49.957,339.234,1.782,0.793,1.000,40.000
56,4,2,3.562,-4.024,50.064,348.625,1.782,0.787,1.000,40.000
56,4,2,3.558,-4.024,50.170,358.000,1.782,0.781,1.000,40.000
56,4,2,3.553,-4.026,50.265,367.390,1.782,0.775,1.000,40.000
56,4,2,3.548,-4.024,50.361,376.797,1.782,0.769,1.000,40.000
56,4,2,3.544,-4.023,50.459,386.187,1.782,0.763,1.000,40.000
56,4,2,3.539,-4.024,50.592,395.609,1.782,0.758,1.000,40.000
56,4,2,3.535,-4.025,50.672,405.031,1.782,0.752,1.000,40.000
56,4,2,3.531,-4.025,50.783,414.359,1.782,0.746,1.000,40.000
56,4,2,3.526,-4.024,50.909,423.703,1.782,0.740,1.000,40.000
56,4,2,3.522,-4.024,50.971,433.078,1.782,0.734,1.000,40.000
56,4,2,3.518,-4.024,51.065,442.437,1.782,0.728,1.000,40.000
56,4,2,3.514,-4.023,51.200,451.812,1.782,0.722,1.000,40.000
56,4,2,3.509,-4.024,51.256,461.203,1.782,0.717,1.000,40.000
56,4,2,3.505,-4.025,51.364,470.625,1.782,0.711,1.000,40.000
56,4,2,3.501,-4.024,51.459,480.125,1.782,0.705,1.000,40.000
56,4,2,3.497,-4.024,51.551,489.562,1.782,0.699,1.000,40.000
56,4,2,3.493,-4.026,51.654,498.906,1.782,0.693,1.000,40.000
56,4,2,3.489,-4.024,51.729,508.265,1.782,0.687,1.000,40.000
56,4,2,3.485,-4.024,51.845,517.656,1.782,0.681,1.000,40.000
56,4,2,3.481,-4.024,51.926,527.109,1.782,0.675,1.000,40.000
56,4,2,3.477,-4.025,52.027,536.531,1.782,0.669,1.000,40.000
56,4,2,3.473,-4.024,52.120,545.875,1.782,0.663,1.000,40.000
56,4,2,3.469,-4.023,52.198,555.281,1.782,0.657,1.000,40.000
56,4,2,3.466,-4.026,52.260,564.734,1.782,0.651,1.000,40.000
56,4,2,3.462,-4.024,52.334,574.140,1.782,0.646,1.000,40.000
56,4,2,3.458,-4.025,52.396,583.562,1.782,0.640,1.000,40.000
56,4,2,3.454,-4.025,52.486,592.984,1.782,0.634,1.000,40.000
56,4,2,3.451,-4.023,52.601,602.406,1.782,0.628,1.000,40.000
56,4,2,3.447,-4.024,52.673,611.828,1.782,0.622,1.000,40.000
56,4,2,3.444,-4.024,52.758,621.219,1.782,0.616,1.000,40.000
56,4,2,3.440,-4.026,52.849,630.625,1.782,0.610,1.000,40.000
56,4,2,3.437,-4.024,52.911,640.031,1.782,0.604,1.000,40.000
56,4,2,3.433,-4.025,52.982,649.484,1.782,0.598,1.000,40.000
56,4,2,3.430,-4.024,53.071,658.906,1.782,0.592,1.000,40.000
56,4,2,3.427,-4.024,53.158,668.312,1.782,0.587,1.000,40.000
56,4,2,3.424,-4.024,53.224,677.656,1.782,0.581,1.000,40.000
56,4,2,3.421,-4.025,53.252,687.062,1.782,0.575,1.000,40.000
56,4,2,3.418,-4.024,53.328,696.515,1.782,0.569,1.000,40.000
56,4,2,3.415,-4.024,53.414,705.922,1.782,0.563,1.000,40.000
56,4,2,3.412,-4.024,53.527,715.312,1.782,0.557,1.000,40.000
56,4,2,3.409,-4.024,53.591,724.797,1.782,0.551,1.000,40.000
56,4,2,3.406,-4.024,53.697,734.187,1.782,0.545,1.000,40.000
56,4,2,3.403,-4.024,53.789,743.578,1.782,0.539,1.000,40.000
56,4,2,3.401,-4.023,53.891,752.937,1.782,0.533,1.000,40.000
56,4,2,3.398,-4.025,53.881,762.406,1.782,0.527,1.000,40.000
56,4,2,3.396,-4.024,53.945,771.797,1.782,0.522,1.000,40.000
56,4,2,3.394,-4.023,54.092,781.203,1.782,0.516,1.000,40.000
56,4,2,3.391,-4.024,54.119,790.609,1.782,0.510,1.000,40.000
56,4,2,3.389,-4.025,54.191,799.984,1.782,0.504,1.000,40.000
56,4,2,3.387,-4.024,54.249,809.437,1.782,0.498,1.000,40.000
56,4,2,3.384,-4.025,54.356,818.859,1.782,0.492,1.000,40.000
56,4,2,3.382,-4.024,54.424,828.234,1.782,0.486,1.000,40.000
56,4,2,3.380,-4.024,54.479,837.640,1.782,0.480,1.000,40.000
56,4,2,3.378,-4.025,54.584,847.078,1.782,0.474,1.000,40.000
56,4,2,3.376,-4.024,54.600,856.500,1.782,0.468,1.000,40.000
56,4,2,3.374,-4.024,54.674,865.859,1.782,0.463,1.000,40.000
56,4,2,3.372,-4.024,54.714,875.265,1.782,0.457,1.000,40.000
56,4,2,3.370,-4.025,54.833,884.672,1.782,0.451,1.000,40.000
56,4,2,3.367,-4.023,54.963,894.078,1.782,0.445,1.000,40.000
56,4,2,3.365,-4.025,55.021,903.531,1.782,0.439,1.000,40.000
56,4,2,3.363,-4.025,55.124,912.953,1.782,0.433,1.000,40.000
56,4,2,3.361,-4.024,55.041,922.328,1.782,0.427,1.000,40.000
56,4,2,3.359,-4.024,55.101,931.687,1.782,0.421,1.000,40.000
56,4,2,3.357,-4.024,55.210,941.140,1.782,0.415,1.000,40.000
56,4,2,3.355,-4.026,55.297,950.578,1.782,0.409,1.000,40.000
56,4,2,3.353,-4.024,55.370,959.969,1.782,0.404,1.000,40.000
56,4,2,3.351,-4.025,55.413,969.344,1.782,0.398,1.000,40.000
56,4,2,3.349,-4.024,55.478,978.765,1.782,0.392,1.000,40.000
56,4,2,3.347,-4.025,55.565,988.125,1.782,0.386,1.000,40.000
56,4,2,3.345,-4.025,55.556,997.469,1.782,0.380,1.000,40.000
56,4,2,3.342,-4.026,55.641,1006.937,1.782,0.374,1.000,40.000
56,4,2,3.340,-4.024,55.674,1016.328,1.782,0.368,1.000,40.000
56,4,2,3.338,-4.025,55.723,1025.719,1.782,0.362,1.000,40.000
56,4,2,3.336,-4.026,55.821,1035.125,1.782,0.356,1.000,40.000
56,4,2,3.334,-4.022,55.907,1044.469,1.782,0.350,1.000,40.000
56,4,2,3.331,-4.025,55.947,1053.828,1.782,0.345,1.000,40.000
56,4,2,3.329,-4.022,55.975,1063.203,1.782,0.339,1.000,40.000
56,4,2,3.327,-4.025,56.092,1072.640,1.782,0.333,1.000,40.000
56,4,2,3.325,-4.025,56.155,1082.062,1.782,0.327,1.000,40.000
56,4,2,3.322,-4.025,56.276,1091.453,1.782,0.321,1.000,40.000
56,4,2,3.320,-4.024,56.186,1100.828,1.782,0.315,1.000,40.000
56,4,2,3.318,-4.024,56.237,1110.187,1.782,0.309,1.000,40.000
56,4,2,3.315,-4.028,56.356,1119.531,1.782,0.303,1.000,40.000
56,4,2,3.313,-4.024,56.425,1128.937,1.782,0.297,1.000,40.000
56,4,2,3.310,-4.025,56.529,1138.297,1.782,0.292,1.000,40.000
56,4,2,3.308,-4.024,56.595,1147.656,1.782,0.286,1.000,40.000
56,4,2,3.305,-4.023,56.655,1157.078,1.782,0.280,1.000,40.000
56,4,2,3.303,-4.025,56.641,1166.469,1.782,0.274,1.000,40.000
56,4,2,3.300,-4.026,56.666,1175.906,1.782,0.268,1.000,40.000
56,4,2,3.297,-4.025,56.793,1185.328,1.782,0.262,1.000,40.000
56,4,2,3.294,-4.026,56.852,1194.750,1.782,0.256,1.000,40.000
56,4,2,3.292,-4.024,56.878,1204.219,1.782,0.250,1.000,40.000
56,4,2,3.288,-4.023,56.873,1213.594,1.782,0.244,1.000,40.000
56,4,2,3.286,-4.025,57.017,1223.015,1.782,0.238,1.000,40.000
56,4,2,3.283,-4.025,57.096,1232.406,1.782,0.233,1.000,40.000
56,4,2,3.280,-4.026,57.167,1241.781,1.782,0.227,1.000,40.000
56,4,2,3.277,-4.027,57.229,1251.140,1.782,0.221,1.000,40.000
56,4,2,3.273,-4.026,57.259,1260.500,1.782,0.215,1.000,40.000
56,4,2,3.270,-4.025,57.375,1269.875,1.782,0.209,1.000,40.000
56,4,2,3.267,-4.025,57.383,1279.328,1.782,0.203,1.000,40.000
56,4,2,3.263,-4.025,57.505,1288.703,1.782,0.197,1.000,40.000
56,4,2,3.260,-4.024,57.571,1298.094,1.782,0.191,1.000,40.000
56,4,2,3.256,-4.025,57.584,1307.469,1.782,0.185,1.000,40.000
56,4,2,3.252,-4.026,57.732,1316.984,1.782,0.179,1.000,40.000
56,4,2,3.249,-4.021,57.819,1326.375,1.782,0.174,1.000,40.000
56,4,2,3.245,-4.027,57.780,1335.812,1.782,0.168,1.000,40.000
56,4,2,3.241,-4.023,57.838,1345.203,1.782,0.162,1.000,40.000
56,4,2,3.237,-4.025,58.042,1354.656,1.782,0.156,1.000,40.000
56,4,2,3.232,-4.024,57.964,1364.000,1.782,0.150,1.000,40.000
56,4,2,3.228,-4.025,58.164,1373.390,1.782,0.144,1.000,40.000
56,4,2,3.223,-4.024,58.138,1382.797,1.782,0.138,1.000,40.000
56,4,2,3.218,-4.024,58.260,1392.156,1.782,0.132,1.000,40.000
56,4,2,3.212,-4.024,58.321,1401.547,1.782,0.126,1.000,40.000
56,4,2,3.207,-4.024,58.448,1410.953,1.782,0.120,1.000,40.000
56,4,2,3.201,-4.024,58.555,1420.328,1.782,0.115,1.000,40.000
56,4,2,3.194,-4.024,58.649,1429.750,1.782,0.109,1.000,40.000
56,4,2,3.187,-4.024,58.702,1439.187,1.782,0.103,1.000,40.000
56,4,2,3.179,-4.025,58.720,1448.547,1.782,0.097,1.000,40.000
56,4,2,3.170,-4.024,58.853,1457.906,1.782,0.091,1.000,40.000
56,4,2,3.161,-4.024,58.932,1467.281,1.782,0.085,1.000,40.000
56,4,2,3.150,-4.024,58.954,1476.656,1.782,0.079,1.000,40.000
56,4,2,3.138,-4.024,59.123,1486.031,1.782,0.073,1.000,40.000
