battery_id,mat_cycle,discharge_cycle,Voltage,Current,Temperature,Time,Capacity,SOC,SOH,RUL
56,4,1,4.182,0.000,26.429,0.000,1.805,1.000,1.000,28.000
56,4,1,4.182,-0.000,26.432,9.360,1.805,1.000,1.000,28.000
56,4,1,3.943,-1.997,26.448,19.547,1.805,0.997,1.000,28.000
56,4,1,4.167,0.001,26.507,29.500,1.805,0.997,1.000,28.000
56,4,1,3.931,-1.998,26.555,39.469,1.805,0.994,1.000,28.000
56,4,1,4.157,-0.007,26.611,49.375,1.805,0.994,1.000,28.000
56,4,1,3.922,-2.001,26.651,59.407,1.805,0.991,1.000,28.000
56,4,1,4.150,0.001,26.715,69.375,1.805,0.991,1.000,28.000
56,4,1,3.916,-1.999,26.755,79.344,1.805,0.988,1.000,28.000
56,4,1,4.145,-0.001,26.804,89.375,1.805,0.988,1.000,28.000
56,4,1,3.910,-1.998,26.845,99.391,1.805,0.985,1.000,28.000
56,4,1,4.139,-0.002,26.899,109.422,1.805,0.985,1.000,28.000
56,4,1,3.905,-1.997,26.926,119.407,1.805,0.982,1.000,28.000
56,4,1,4.135,-0.001,26.980,129.438,1.805,0.982,1.000,28.000
56,4,1,3.900,-1.999,27.019,139.391,1.805,0.978,1.000,28.000
56,4,1,4.131,-0.003,27.054,149.407,1.805,0.978,1.000,28.000
56,4,1,3.896,-1.998,27.090,159.360,1.805,0.975,1.000,28.000
56,4,1,4.127,-0.002,27.128,169.360,1.805,0.975,1.000,28.000
56,4,1,3.892,-1.998,27.164,179.360,1.805,0.972,1.000,28.000
56,4,1,4.123,-0.001,27.198,189.313,1.805,0.972,1.000,28.000
56,4,1,3.889,-1.998,27.231,199.282,1.805,0.969,1.000,28.000
56,4,1,4.119,-0.002,27.276,209.235,1.805,0.969,1.000,28.000
56,4,1,3.885,-1.996,27.304,219.282,1.805,0.966,1.000,28.000
56,4,1,4.116,-0.001,27.351,229.266,1.805,0.966,1.000,28.000
56,4,1,3.882,-1.997,27.369,239.266,1.805,0.963,1.000,28.000
56,4,1,4.112,0.001,27.417,249.204,1.805,0.963,1.000,28.000
56,4,1,3.879,-1.996,27.432,259.172,1.805,0.960,1.000,28.000
56,4,1,4.109,-0.004,27.470,269.219,1.805,0.960,1.000,28.000
56,4,1,3.876,-1.996,27.497,279.141,1.805,0.957,1.000,28.000
56,4,1,4.106,-0.002,27.536,289.079,1.805,0.957,1.000,28.000
56,4,1,3.873,-1.997,27.558,299.032,1.805,0.954,1.000,28.000
56,4,1,4.103,-0.001,27.596,309.094,1.805,0.954,1.000,28.000
56,4,1,3.869,-1.997,27.619,319.110,1.805,0.951,1.000,28.000
56,4,1,4.099,-0.003,27.654,329.110,1.805,0.951,1.000,28.000
56,4,1,3.866,-1.998,27.677,339.079,1.805,0.948,1.000,28.000
56,4,1,4.096,-0.002,27.725,349.079,1.805,0.948,1.000,28.000
56,4,1,3.864,-1.996,27.737,359.032,1.805,0.945,1.000,28.000
56,4,1,4.093,-0.000,27.773,368.969,1.805,0.945,1.000,28.000
56,4,1,3.861,-1.999,27.798,378.922,1.805,0.942,1.000,28.000
56,4,1,4.090,0.001,27.833,388.860,1.805,0.942,1.000,28.000
56,4,1,3.858,-1.996,27.850,398.875,1.805,0.939,1.000,28.000
56,4,1,4.087,0.001,27.886,408.829,1.805,0.939,1.000,28.000
56,4,1,3.855,-1.999,27.902,418.766,1.805,0.935,1.000,28.000
56,4,1,4.084,-0.003,27.943,428.735,1.805,0.935,1.000,28.000
56,4,1,3.852,-1.999,27.967,438.735,1.805,0.932,1.000,28.000
56,4,1,4.081,-0.001,28.010,448.704,1.805,0.932,1.000,28.000
56,4,1,3.849,-1.997,28.018,458.657,1.805,0.929,1.000,28.000
56,4,1,4.078,-0.002,28.048,468.594,1.805,0.929,1.000,28.000
56,4,1,3.846,-1.998,28.068,478.532,1.805,0.926,1.000,28.000
56,4,1,4.075,-0.002,28.118,488.532,1.805,0.926,1.000,28.000
56,4,1,3.844,-1.999,28.132,498.485,1.805,0.923,1.000,28.000
56,4,1,4.072,-0.002,28.156,508.422,1.805,0.923,1.000,28.000
56,4,1,3.841,-1.998,28.183,518.485,1.805,0.920,1.000,28.000
56,4,1,4.069,-0.001,28.215,528.422,1.805,0.920,1.000,28.000
56,4,1,3.838,-1.998,28.231,538.485,1.805,0.917,1.000,28.000
56,4,1,4.066,-0.001,28.272,548.485,1.805,0.917,1.000,28.000
56,4,1,3.835,-1.998,28.279,558.485,1.805,0.914,1.000,28.000
56,4,1,4.063,-0.000,28.330,568.422,1.805,0.914,1.000,28.000
56,4,1,3.833,-2.000,28.330,578.360,1.805,0.911,1.000,28.000
56,4,1,4.060,-0.001,28.363,588.266,1.805,0.911,1.000,28.000
56,4,1,3.830,-1.999,28.379,598.266,1.805,0.908,1.000,28.000
56,4,1,4.057,0.001,28.397,608.313,1.805,0.908,1.000,28.000
56,4,1,3.827,-1.998,28.418,618.266,1.805,0.905,1.000,28.000
56,4,1,4.054,0.001,28.448,628.219,1.805,0.905,1.000,28.000
56,4,1,3.825,-1.998,28.467,638.219,1.805,0.902,1.000,28.000
56,4,1,4.051,-0.003,28.499,648.141,1.805,0.902,1.000,28.000
56,4,1,3.822,-1.998,28.510,658.079,1.805,0.899,1.000,28.000
56,4,1,4.048,0.000,28.543,668.016,1.805,0.899,1.000,28.000
56,4,1,3.819,-2.001,28.561,677.985,1.805,0.895,1.000,28.000
56,4,1,4.045,-0.000,28.587,687.969,1.805,0.895,1.000,28.000
56,4,1,3.816,-1.998,28.601,697.922,1.805,0.892,1.000,28.000
56,4,1,4.042,-0.002,28.627,707.860,1.805,0.892,1.000,28.000
56,4,1,3.814,-1.998,28.644,717.797,1.805,0.889,1.000,28.000
56,4,1,4.040,-0.001,28.672,727.750,1.805,0.889,1.000,28.000
56,4,1,3.811,-1.998,28.693,737.719,1.805,0.886,1.000,28.000
56,4,1,4.037,-0.000,28.720,747.719,1.805,0.886,1.000,28.000
56,4,1,3.808,-1.997,28.732,757.641,1.805,0.883,1.000,28.000
56,4,1,4.034,-0.004,28.754,767.579,1.805,0.883,1.000,28.000
56,4,1,3.806,-1.999,28.776,777.594,1.805,0.880,1.000,28.000
56,4,1,4.031,-0.001,28.797,787.532,1.805,0.880,1.000,28.000
56,4,1,3.803,-1.998,28.819,797.500,1.805,0.877,1.000,28.000
56,4,1,4.029,-0.000,28.847,807.500,1.805,0.877,1.000,28.000
56,4,1,3.801,-1.998,28.860,817.516,1.805,0.874,1.000,28.000
56,4,1,4.026,-0.002,28.889,827.438,1.805,0.874,1.000,28.000
56,4,1,3.798,-2.000,28.887,837.375,1.805,0.871,1.000,28.000
56,4,1,4.023,-0.002,28.918,847.360,1.805,0.871,1.000,28.000
56,4,1,3.796,-1.998,28.942,857.375,1.805,0.868,1.000,28.000
56,4,1,4.020,-0.001,28.975,867.360,1.805,0.868,1.000,28.000
56,4,1,3.793,-1.998,28.984,877.329,1.805,0.865,1.000,28.000
56,4,1,4.018,-0.002,29.018,887.360,1.805,0.865,1.000,28.000
56,4,1,3.791,-1.998,29.032,897.297,1.805,0.862,1.000,28.000
56,4,1,4.015,0.001,29.058,907.313,1.805,0.862,1.000,28.000
56,4,1,3.789,-1.998,29.073,917.235,1.805,0.859,1.000,28.000
56,4,1,4.013,-0.000,29.112,927.172,1.805,0.859,1.000,28.000
56,4,1,3.786,-1.999,29.123,937.125,1.805,0.856,1.000,28.000
56,4,1,4.010,-0.002,29.151,947.063,1.805,0.856,1.000,28.000
