battery_id,mat_cycle,discharge_cycle,Voltage,Current,Temperature,Time,Capacity,SOC,SOH,RUL
56,1,1,4.238,-0.003,6.399,0.000,1.728,1.000,1.000,72.000
56,1,1,4.238,-0.002,6.418,9.360,1.728,1.000,1.000,72.000
56,1,1,4.036,-1.007,6.432,23.281,1.728,0.998,1.000,72.000
56,1,1,4.016,-1.006,6.489,36.406,1.728,0.996,1.000,72.000
56,1,1,4.001,-1.005,6.556,49.625,1.728,0.994,1.000,72.000
56,1,1,3.989,-1.007,6.601,62.813,1.728,0.991,1.000,72.000
56,1,1,3.978,-1.008,6.455,75.891,1.728,0.989,1.000,72.000
56,1,1,3.969,-1.005,6.279,89.031,1.728,0.987,1.000,72.000
56,1,1,3.960,-1.006,6.164,102.141,1.728,0.985,1.000,72.000
56,1,1,3.952,-1.008,6.125,115.297,1.728,0.983,1.000,72.000
56,1,1,3.945,-1.006,6.059,128.438,1.728,0.981,1.000,72.000
56,1,1,3.938,-1.007,5.958,141.578,1.728,0.979,1.000,72.000
56,1,1,3.931,-1.006,5.905,154.719,1.728,0.977,1.000,72.000
56,1,1,3.924,-1.005,5.829,167.813,1.728,0.974,1.000,72.000
56,1,1,3.918,-1.008,5.772,180.906,1.728,0.972,1.000,72.000
56,1,1,3.913,-1.007,5.729,194.000,1.728,0.970,1.000,72.000
56,1,1,3.907,-1.007,5.698,207.110,1.728,0.968,1.000,72.000
56,1,1,3.902,-1.007,5.629,220.219,1.728,0.966,1.000,72.000
56,1,1,3.897,-1.005,5.578,233.313,1.728,0.964,1.000,72.000
56,1,1,3.892,-1.007,5.522,246.422,1.728,0.962,1.000,72.000
56,1,1,3.887,-1.005,5.501,259.547,1.728,0.960,1.000,72.000
56,1,1,3.883,-1.007,5.628,272.625,1.728,0.957,1.000,72.000
56,1,1,3.878,-1.007,5.745,285.750,1.728,0.955,1.000,72.000
56,1,1,3.874,-1.008,5.864,298.860,1.728,0.953,1.000,72.000
56,1,1,3.871,-1.006,5.981,311.953,1.728,0.951,1.000,72.000
56,1,1,3.867,-1.008,6.101,325.094,1.728,0.949,1.000,72.000
56,1,1,3.864,-1.008,6.155,338.172,1.728,0.947,1.000,72.000
56,1,1,3.861,-1.008,6.228,351.235,1.728,0.945,1.000,72.000
56,1,1,3.858,-1.007,6.296,364.313,1.728,0.943,1.000,72.000
56,1,1,3.855,-1.007,6.347,377.406,1.728,0.940,1.000,72.000
56,1,1,3.852,-1.007,6.402,390.516,1.728,0.938,1.000,72.000
56,1,1,3.849,-1.008,6.462,403.610,1.728,0.936,1.000,72.000
56,1,1,3.847,-1.008,6.512,416.688,1.728,0.934,1.000,72.000
56,1,1,3.844,-1.006,6.607,429.750,1.728,0.932,1.000,72.000
56,1,1,3.842,-1.007,6.651,442.875,1.728,0.930,1.000,72.000
56,1,1,3.839,-1.007,6.708,455.922,1.728,0.928,1.000,72.000
56,1,1,3.837,-1.008,6.786,469.031,1.728,0.926,1.000,72.000
56,1,1,3.834,-1.006,6.843,482.110,1.728,0.923,1.000,72.000
56,1,1,3.832,-1.008,6.898,495.235,1.728,0.921,1.000,72.000
56,1,1,3.830,-1.007,6.948,508.313,1.728,0.919,1.000,72.000
56,1,1,3.828,-1.007,7.005,521.391,1.728,0.917,1.000,72.000
56,1,1,3.825,-1.006,7.057,534.469,1.728,0.915,1.000,72.000
56,1,1,3.823,-1.007,7.134,547.578,1.728,0.913,1.000,72.000
56,1,1,3.821,-1.007,7.165,560.641,1.728,0.911,1.000,72.000
56,1,1,3.818,-1.007,7.204,573.719,1.728,0.909,1.000,72.000
56,1,1,3.816,-1.007,7.250,586.813,1.728,0.906,1.000,72.000
56,1,1,3.814,-1.006,7.317,599.969,1.728,0.904,1.000,72.000
56,1,1,3.811,-1.008,7.370,613.078,1.728,0.902,1.000,72.000
56,1,1,3.809,-1.006,7.412,626.141,1.728,0.900,1.000,72.000
56,1,1,3.807,-1.007,7.453,639.250,1.728,0.898,1.000,72.000
56,1,1,3.804,-1.007,7.509,652.360,1.728,0.896,1.000,72.000
56,1,1,3.802,-1.008,7.563,665.453,1.728,0.894,1.000,72.000
56,1,1,3.800,-1.007,7.625,678.469,1.728,0.892,1.000,72.000
56,1,1,3.797,-1.007,7.684,691.594,1.728,0.890,1.000,72.000
56,1,1,3.795,-1.008,7.728,704.719,1.728,0.887,1.000,72.000
56,1,1,3.792,-1.008,7.768,717.813,1.728,0.885,1.000,72.000
56,1,1,3.790,-1.008,7.836,730.906,1.728,0.883,1.000,72.000
56,1,1,3.787,-1.008,7.882,744.000,1.728,0.881,1.000,72.000
56,1,1,3.785,-1.007,7.912,757.156,1.728,0.879,1.000,72.000
56,1,1,3.783,-1.008,7.971,770.235,1.728,0.877,1.000,72.000
56,1,1,3.780,-1.007,8.000,783.281,1.728,0.875,1.000,72.000
56,1,1,3.777,-1.009,8.070,796.344,1.728,0.873,1.000,72.000
56,1,1,3.776,-1.008,8.106,809.406,1.728,0.871,1.000,72.000
56,1,1,3.773,-1.007,8.138,822.469,1.728,0.868,1.000,72.000
56,1,1,3.771,-1.008,8.195,835.610,1.728,0.866,1.000,72.000
56,1,1,3.768,-1.007,8.214,848.719,1.728,0.864,1.000,72.000
56,1,1,3.766,-1.008,8.253,861.828,1.728,0.862,1.000,72.000
56,1,1,3.764,-1.008,8.281,874.891,1.728,0.860,1.000,72.000
56,1,1,3.762,-1.007,8.292,887.969,1.728,0.858,1.000,72.000
56,1,1,3.759,-1.008,8.338,901.063,1.728,0.856,1.000,72.000
56,1,1,3.757,-1.007,8.381,914.156,1.728,0.854,1.000,72.000
56,1,1,3.755,-1.008,8.426,927.281,1.728,0.851,1.000,72.000
56,1,1,3.753,-1.007,8.455,940.391,1.728,0.849,1.000,72.000
56,1,1,3.751,-1.007,8.480,953.547,1.728,0.847,1.000,72.000
56,1,1,3.748,-1.006,8.527,966.594,1.728,0.845,1.000,72.000
56,1,1,3.747,-1.008,8.554,979.656,1.728,0.843,1.000,72.000
56,1,1,3.744,-1.007,8.567,992.719,1.728,0.841,1.000,72.000
56,1,1,3.743,-1.008,8.601,1005.828,1.728,0.839,1.000,72.000
56,1,1,3.740,-1.007,8.608,1018.953,1.728,0.837,1.000,72.000
56,1,1,3.739,-1.008,8.624,1032.016,1.728,0.835,1.000,72.000
56,1,1,3.736,-1.007,8.650,1045.078,1.728,0.832,1.000,72.000
56,1,1,3.735,-1.008,8.666,1058.188,1.728,0.830,1.000,72.000
56,1,1,3.733,-1.008,8.699,1071.313,1.728,0.828,1.000,72.000
56,1,1,3.731,-1.007,8.740,1084.406,1.728,0.826,1.000,72.000
56,1,1,3.729,-1.007,8.783,1097.563,1.728,0.824,1.000,72.000
56,1,1,3.727,-1.007,8.809,1110.625,1.728,0.822,1.000,72.000
56,1,1,3.725,-1.007,8.820,1123.703,1.728,0.820,1.000,72.000
56,1,1,3.724,-1.006,8.837,1136.781,1.728,0.818,1.000,72.000
56,1,1,3.722,-1.006,8.853,1149.875,1.728,0.815,1.000,72.000
56,1,1,3.720,-1.008,8.853,1162.985,1.728,0.813,1.000,72.000
56,1,1,3.718,-1.007,8.869,1176.047,1.728,0.811,1.000,72.000
56,1,1,3.717,-1.007,8.887,1189.156,1.728,0.809,1.000,72.000
56,1,1,3.715,-1.008,8.924,1202.235,1.728,0.807,1.000,72.000
56,1,1,3.713,-1.007,8.943,1215.328,1.728,0.805,1.000,72.000
56,1,1,3.712,-1.008,8.961,1228.516,1.728,0.803,1.000,72.000
56,1,1,3.710,-1.007,8.972,1241.625,1.728,0.800,1.000,72.000
56,1,1,3.708,-1.007,8.979,1254.750,1.728,0.798,1.000,72.000
56,1,1,3.706,-1.008,8.962,1267.828,1.728,0.796,1.000,72.000
56,1,1,3.705,-1.007,8.842,1280.875,1.728,0.794,1.000,72.000
56,1,1,3.703,-1.007,8.640,1293.922,1.728,0.792,1.000,72.000
56,1,1,3.701,-1.008,8.437,1307.000,1.728,0.790,1.000,72.000
56,1,1,3.699,-1.007,8.290,1320.110,1.728,0.788,1.000,72.000
56,1,1,3.697,-1.008,8.161,1333.188,1.728,0.786,1.000,72.000
56,1,1,3.694,-1.008,8.017,1346.328,1.728,0.784,1.000,72.000
56,1,1,3.692,-1.007,7.923,1359.453,1.728,0.781,1.000,72.000
56,1,1,3.690,-1.007,7.750,1372.500,1.728,0.779,1.000,72.000
56,1,1,3.687,-1.007,7.603,1385.578,1.728,0.777,1.000,72.000
56,1,1,3.685,-1.008,7.516,1398.656,1.728,0.775,1.000,72.000
56,1,1,3.682,-1.006,7.389,1411.735,1.728,0.773,1.000,72.000
56,1,1,3.679,-1.007,7.318,1424.875,1.728,0.771,1.000,72.000
56,1,1,3.677,-1.007,7.191,1437.953,1.728,0.769,1.000,72.000
56,1,1,3.674,-1.006,7.077,1451.063,1.728,0.767,1.000,72.000
56,1,1,3.671,-1.008,6.996,1464.203,1.728,0.764,1.000,72.000
56,1,1,3.669,-1.007,6.887,1477.297,1.728,0.762,1.000,72.000
56,1,1,3.666,-1.008,6.931,1490.406,1.728,0.760,1.000,72.000
56,1,1,3.664,-1.007,7.071,1503.531,1.728,0.758,1.000,72.000
56,1,1,3.661,-1.006,7.105,1516.610,1.728,0.756,1.000,72.000
56,1,1,3.659,-1.008,7.166,1529.656,1.728,0.754,1.000,72.000
56,1,1,3.656,-1.009,7.200,1542.797,1.728,0.752,1.000,72.000
